GeneID	Tsil	Trepl	Length
XP_003493856.1	522.0	2157.0	2679
XP_003493864.1	323.333333333	1161.66666667	1485
XP_003493865.1	525.333333333	1973.66666667	2499
XP_003493866.1	292.666666667	889.333333333	1182
XP_003493867.1	450.333333333	1706.66666667	2157
XP_003493869.1	651.666666667	2819.33333333	3471
XP_003493870.1	645.0	2292.0	2937
XP_003493871.1	67.6666666667	313.333333333	381
XP_003493872.1	472.333333333	1924.66666667	2397
XP_003493874.1	293.666666667	1230.33333333	1524
XP_003493875.1	658.0	2282.0	2940
XP_003493877.1	264.333333333	1052.66666667	1317
XP_003493879.1	232.333333333	817.666666667	1050
XP_003493880.1	472.666666667	1429.33333333	1902
XP_003493883.1	151.0	563.0	714
XP_003493884.1	55.3333333333	214.666666667	270
XP_003493891.2	123.0	432.0	555
XP_003493892.1	261.333333333	983.666666667	1245
XP_003493893.1	87.6666666667	392.333333333	483
XP_003493894.1	151.0	599.0	750
XP_003493895.1	91.3333333333	346.666666667	438
XP_003493896.2	429.333333333	1793.66666667	2223
XP_003493899.1	553.333333333	1987.66666667	2541
XP_003493900.1	313.0	1235.0	1548
XP_003493901.1	484.0	1691.0	2175
XP_003493904.1	266.666666667	996.333333333	1263
XP_003493906.1	656.333333333	2367.66666667	3024
XP_003493907.1	399.333333333	1715.66666667	2115
XP_003493910.1	588.333333333	2348.66666667	2937
XP_003493911.1	302.333333333	1299.66666667	1602
XP_003493912.1	274.0	1070.0	1344
XP_003493913.1	254.333333333	1002.66666667	1257
XP_003493914.1	360.0	1341.0	1701
XP_003493915.1	187.0	635.0	822
XP_003493923.1	89.3333333333	372.666666667	462
XP_003493929.2	100.666666667	346.333333333	447
XP_003493930.1	244.333333333	853.666666667	1098
XP_003493931.1	182.0	643.0	825
XP_003493933.1	342.0	1329.0	1671
XP_003493934.1	123.0	456.0	579
XP_003493936.1	162.0	564.0	726
XP_003493938.1	329.666666667	1269.33333333	1599
XP_003493940.2	635.0	2452.0	3087
XP_003493941.2	510.333333333	1910.66666667	2421
XP_003493942.1	175.333333333	628.666666667	804
XP_003493945.1	291.666666667	1088.33333333	1380
XP_003493946.1	589.333333333	2122.66666667	2712
XP_003493952.1	275.666666667	1125.33333333	1401
XP_003493953.1	365.333333333	1392.66666667	1758
XP_003493954.1	295.333333333	1135.66666667	1431
XP_003493955.2	138.666666667	506.333333333	645
XP_003493956.1	208.333333333	754.666666667	963
XP_003493960.1	226.666666667	892.333333333	1119
XP_003493964.1	162.0	606.0	768
XP_003493965.1	346.666666667	1291.33333333	1638
XP_003493966.1	384.666666667	1442.33333333	1827
XP_003493967.1	370.666666667	1525.33333333	1896
XP_003493968.1	477.666666667	1877.33333333	2355
XP_003493969.1	322.333333333	1276.66666667	1599
XP_003493970.1	345.666666667	1322.33333333	1668
XP_003493974.1	219.0	849.0	1068
XP_003493975.1	190.0	731.0	921
XP_003493976.1	165.0	741.0	906
XP_003493977.1	120.0	411.0	531
XP_003493978.1	128.666666667	399.333333333	528
XP_003493979.1	76.6666666667	352.333333333	429
XP_003493980.1	364.333333333	1183.66666667	1548
XP_003493981.1	178.0	734.0	912
XP_003493984.1	428.0	1648.0	2076
XP_003493987.1	607.0	2135.0	2742
XP_003493988.1	213.666666667	800.333333333	1014
XP_003493995.1	370.0	1172.0	1542
XP_003493996.1	258.333333333	1004.66666667	1263
XP_003493997.2	193.666666667	745.333333333	939
XP_003493999.1	156.666666667	575.333333333	732
XP_003494000.1	69.6666666667	269.333333333	339
XP_003494001.1	521.0	1753.0	2274
XP_003494004.1	203.333333333	777.666666667	981
XP_003494005.1	304.0	1178.0	1482
XP_003494007.1	547.0	2216.0	2763
XP_003494008.1	83.3333333333	321.666666667	405
XP_003494009.1	622.666666667	2764.33333333	3387
XP_003494010.1	506.0	1999.0	2505
XP_003494011.1	113.333333333	501.666666667	615
XP_003494012.1	317.0	1153.0	1470
XP_003494014.1	297.333333333	1148.66666667	1446
XP_003494015.1	133.333333333	550.666666667	684
XP_003494016.1	287.666666667	1035.33333333	1323
XP_003494024.1	250.0	866.0	1116
XP_003494027.1	360.0	1464.0	1824
XP_003494034.1	48.6666666667	224.333333333	273
XP_003494040.1	199.0	827.0	1026
XP_003494041.1	570.666666667	2204.33333333	2775
XP_003494043.1	354.0	1395.0	1749
XP_003494045.1	246.666666667	941.333333333	1188
XP_003494047.1	171.666666667	710.333333333	882
XP_003494048.1	257.0	1003.0	1260
XP_003494049.2	614.333333333	2382.66666667	2997
XP_003494051.1	952.333333333	3643.66666667	4596
XP_003494053.1	976.666666667	3955.33333333	4932
XP_003494055.2	601.0	2126.0	2727
XP_003494058.1	281.666666667	1095.33333333	1377
XP_003494060.1	589.333333333	2068.66666667	2658
XP_003494061.1	369.666666667	1574.33333333	1944
XP_003494062.1	585.0	2004.0	2589
XP_003494065.1	175.333333333	661.666666667	837
XP_003494066.1	164.666666667	642.333333333	807
XP_003494069.1	66.3333333333	254.666666667	321
XP_003494072.1	75.3333333333	299.666666667	375
XP_003494077.1	431.0	1708.0	2139
XP_003494079.1	318.666666667	1283.33333333	1602
XP_003494081.1	109.333333333	406.666666667	516
XP_003494083.1	65.6666666667	267.333333333	333
XP_003494085.1	189.666666667	779.333333333	969
XP_003494086.1	1011.0	3531.0	4542
XP_003494087.1	151.666666667	547.333333333	699
XP_003494090.1	406.666666667	1429.33333333	1836
XP_003494091.1	302.0	1150.0	1452
XP_003494093.1	304.666666667	1144.33333333	1449
XP_003494094.1	312.666666667	1079.33333333	1392
XP_003494096.1	103.666666667	436.333333333	540
XP_003494098.1	312.0	1377.0	1689
XP_003494100.1	563.666666667	2469.33333333	3033
XP_003494104.1	353.333333333	1440.66666667	1794
XP_003494106.1	444.666666667	1781.33333333	2226
XP_003494112.1	73.3333333333	262.666666667	336
XP_003494113.1	75.3333333333	299.666666667	375
XP_003494114.1	85.3333333333	397.666666667	483
XP_003494115.1	684.333333333	2585.66666667	3270
XP_003494116.1	134.0	640.0	774
XP_003494118.1	194.0	802.0	996
XP_003494119.1	249.666666667	980.333333333	1230
XP_003494123.1	230.333333333	960.666666667	1191
XP_003494125.1	366.0	1443.0	1809
XP_003494126.1	278.0	946.0	1224
XP_003494127.1	347.0	1387.0	1734
XP_003494128.1	152.666666667	606.333333333	759
XP_003494132.1	553.333333333	1945.66666667	2499
XP_003494134.1	304.0	1118.0	1422
XP_003494135.1	244.0	947.0	1191
XP_003494137.1	319.666666667	1165.33333333	1485
XP_003494138.1	52.6666666667	232.333333333	285
XP_003494139.1	133.666666667	556.333333333	690
XP_003494140.1	154.666666667	571.333333333	726
XP_003494141.1	239.333333333	1029.66666667	1269
XP_003494144.1	334.333333333	1315.66666667	1650
XP_003494146.1	127.333333333	526.666666667	654
XP_003494147.1	321.333333333	1274.66666667	1596
XP_003494148.1	191.333333333	744.666666667	936
XP_003494150.1	411.333333333	1394.66666667	1806
XP_003494152.1	196.666666667	724.333333333	921
XP_003494153.1	306.666666667	1133.33333333	1440
XP_003494154.1	249.666666667	986.333333333	1236
XP_003494155.1	229.0	1031.0	1260
XP_003494156.1	228.0	894.0	1122
XP_003494158.1	62.0	256.0	318
XP_003494162.1	858.666666667	3293.33333333	4152
XP_003494165.1	298.0	1391.0	1689
XP_003494167.1	237.666666667	878.333333333	1116
XP_003494170.1	144.0	525.0	669
XP_003494171.1	165.666666667	602.333333333	768
XP_003494172.1	393.0	1443.0	1836
XP_003494173.1	383.666666667	1422.33333333	1818
XP_003494175.1	313.0	1028.0	1341
XP_003494176.1	394.666666667	1462.33333333	1857
XP_003494178.1	400.0	1448.0	1848
XP_003494179.1	79.6666666667	271.333333333	351
XP_003494180.2	156.666666667	551.333333333	708
XP_003494181.1	195.0	693.0	888
XP_003494184.1	343.666666667	1216.33333333	1560
XP_003494186.1	207.333333333	785.666666667	993
XP_003494187.2	200.0	712.0	912
XP_003494188.1	346.666666667	1264.33333333	1611
XP_003494189.1	333.333333333	1214.66666667	1548
XP_003494190.1	229.666666667	850.333333333	1080
XP_003494192.1	161.666666667	546.333333333	708
XP_003494194.1	260.0	940.0	1200
XP_003494197.1	211.666666667	724.333333333	936
XP_003494198.1	200.333333333	681.666666667	882
XP_003494203.1	140.333333333	543.666666667	684
XP_003494204.1	208.666666667	742.333333333	951
XP_003494205.1	160.666666667	574.333333333	735
XP_003494207.1	243.333333333	899.666666667	1143
XP_003494209.1	394.666666667	1567.33333333	1962
XP_003494213.1	145.666666667	607.333333333	753
XP_003494214.1	83.0	316.0	399
XP_003494217.1	526.0	2123.0	2649
XP_003494219.1	106.0	410.0	516
XP_003494221.1	181.0	731.0	912
XP_003494222.1	77.3333333333	342.666666667	420
XP_003494223.1	94.6666666667	397.333333333	492
XP_003494224.1	1505.66666667	5880.33333333	7386
XP_003494225.1	372.333333333	1541.66666667	1914
XP_003494226.1	205.0	668.0	873
XP_003494227.1	338.666666667	1398.33333333	1737
XP_003494229.2	83.6666666667	309.333333333	393
XP_003494231.1	127.333333333	484.666666667	612
XP_003494232.1	103.333333333	412.666666667	516
XP_003494240.1	202.666666667	781.333333333	984
XP_003494241.1	259.0	1040.0	1299
XP_003494243.1	572.0	2089.0	2661
XP_003494245.1	261.666666667	923.333333333	1185
XP_003494248.1	167.666666667	645.333333333	813
XP_003494250.1	721.0	2621.0	3342
XP_003494254.2	106.0	410.0	516
XP_003494258.1	201.333333333	746.666666667	948
XP_003494262.1	551.0	1993.0	2544
XP_003494263.1	326.666666667	1206.33333333	1533
XP_003494264.1	252.333333333	899.666666667	1152
XP_003494267.1	240.333333333	971.666666667	1212
XP_003494268.1	239.333333333	984.666666667	1224
XP_003494269.1	711.666666667	2816.33333333	3528
XP_003494270.1	213.333333333	902.666666667	1116
XP_003494271.1	934.0	3791.0	4725
XP_003494273.1	226.0	932.0	1158
XP_003494274.1	248.666666667	1014.33333333	1263
XP_003494276.1	322.666666667	1210.33333333	1533
XP_003494278.1	101.666666667	363.333333333	465
XP_003494279.1	648.333333333	2567.66666667	3216
XP_003494280.1	297.666666667	995.333333333	1293
XP_003494282.1	314.666666667	1227.33333333	1542
XP_003494283.1	358.666666667	1417.33333333	1776
XP_003494286.2	244.0	962.0	1206
XP_003494287.1	237.0	966.0	1203
XP_003494289.1	246.0	981.0	1227
XP_003494290.2	241.666666667	991.333333333	1233
XP_003494293.1	65.6666666667	261.333333333	327
XP_003494295.1	1000.33333333	3637.66666667	4638
XP_003494296.1	224.333333333	858.666666667	1083
XP_003494298.1	272.333333333	990.666666667	1263
XP_003494300.1	141.666666667	551.333333333	693
XP_003494302.1	122.333333333	471.666666667	594
XP_003494304.1	890.333333333	3519.66666667	4410
XP_003494305.1	252.0	921.0	1173
XP_003494308.1	389.333333333	1407.66666667	1797
XP_003494311.1	369.0	1314.0	1683
XP_003494313.1	112.333333333	400.666666667	513
XP_003494315.1	269.333333333	978.666666667	1248
XP_003494318.1	1048.33333333	3619.66666667	4668
XP_003494319.1	523.333333333	1951.66666667	2475
XP_003494321.1	289.666666667	1063.33333333	1353
XP_003494323.2	224.666666667	783.333333333	1008
XP_003494324.1	45.6666666667	209.333333333	255
XP_003494326.1	121.333333333	463.666666667	585
XP_003494328.1	190.333333333	808.666666667	999
XP_003494331.1	303.666666667	974.333333333	1278
XP_003494332.1	359.333333333	1275.66666667	1635
XP_003494336.1	202.666666667	679.333333333	882
XP_003494339.1	201.333333333	836.666666667	1038
XP_003494340.1	97.3333333333	334.666666667	432
XP_003494342.1	80.3333333333	294.666666667	375
XP_003494344.2	230.0	895.0	1125
XP_003494345.1	339.333333333	1121.66666667	1461
XP_003494346.1	621.666666667	2123.33333333	2745
XP_003494348.1	655.0	2468.0	3123
XP_003494349.1	350.333333333	1401.66666667	1752
XP_003494350.1	279.333333333	1061.66666667	1341
XP_003494352.1	222.333333333	851.666666667	1074
XP_003494356.1	142.666666667	619.333333333	762
XP_003494358.1	292.666666667	991.333333333	1284
XP_003494359.1	377.0	1441.0	1818
XP_003494360.1	204.666666667	779.333333333	984
XP_003494361.1	242.333333333	939.666666667	1182
XP_003494363.1	473.0	1888.0	2361
XP_003494364.1	337.666666667	1147.33333333	1485
XP_003494365.2	344.666666667	1551.33333333	1896
XP_003494366.2	272.666666667	969.333333333	1242
XP_003494368.1	261.666666667	1079.33333333	1341
XP_003494369.1	451.333333333	1666.66666667	2118
XP_003494372.1	143.666666667	528.333333333	672
XP_003494376.1	299.666666667	1161.33333333	1461
XP_003494382.1	526.666666667	1804.33333333	2331
XP_003494383.1	151.0	614.0	765
XP_003494384.1	1466.33333333	5334.66666667	6801
XP_003494386.1	79.0	284.0	363
XP_003494388.1	116.666666667	372.333333333	489
XP_003494390.1	125.0	415.0	540
XP_003494391.1	183.666666667	722.333333333	906
XP_003494393.1	759.666666667	2807.33333333	3567
XP_003494394.1	486.666666667	1646.33333333	2133
XP_003494396.1	321.333333333	1226.66666667	1548
XP_003494397.2	624.0	2385.0	3009
XP_003494399.1	484.333333333	1840.66666667	2325
XP_003494400.1	770.0	2806.0	3576
XP_003494401.1	420.666666667	1436.33333333	1857
XP_003494402.2	202.666666667	745.333333333	948
XP_003494403.1	473.0	1684.0	2157
XP_003494404.1	640.666666667	2677.33333333	3318
XP_003494405.1	657.0	2343.0	3000
XP_003494406.1	642.666666667	2330.33333333	2973
XP_003494408.1	239.333333333	954.666666667	1194
XP_003494410.1	253.666666667	1033.33333333	1287
XP_003494412.1	85.6666666667	358.333333333	444
XP_003494416.1	382.0	1346.0	1728
XP_003494417.1	133.0	521.0	654
XP_003494418.1	147.666666667	545.333333333	693
XP_003494421.1	362.0	1510.0	1872
XP_003494422.1	707.0	2815.0	3522
XP_003494423.1	187.333333333	679.666666667	867
XP_003494426.1	648.0	2295.0	2943
XP_003494427.1	122.666666667	474.333333333	597
XP_003494429.1	145.0	581.0	726
XP_003494430.1	798.666666667	2792.33333333	3591
XP_003494431.1	330.666666667	1244.33333333	1575
XP_003494436.1	125.0	487.0	612
XP_003494440.1	105.333333333	437.666666667	543
XP_003494443.1	153.666666667	578.333333333	732
XP_003494445.1	144.333333333	515.666666667	660
XP_003494446.1	673.666666667	2341.33333333	3015
XP_003494447.1	344.0	1465.0	1809
XP_003494451.1	151.333333333	583.666666667	735
XP_003494455.1	104.0	367.0	471
XP_003494456.1	1073.66666667	3831.33333333	4905
XP_003494457.1	179.0	649.0	828
XP_003494459.1	192.666666667	770.333333333	963
XP_003494460.1	228.666666667	881.333333333	1110
XP_003494461.1	334.333333333	1333.66666667	1668
XP_003494462.1	71.6666666667	285.333333333	357
XP_003494463.1	132.333333333	527.666666667	660
XP_003494466.1	1121.33333333	4434.66666667	5556
XP_003494468.1	140.0	532.0	672
XP_003494470.1	91.0	353.0	444
XP_003494474.2	218.0	745.0	963
XP_003494475.1	303.333333333	1175.66666667	1479
XP_003494479.1	378.333333333	1559.66666667	1938
XP_003494482.2	148.333333333	592.666666667	741
XP_003494483.2	200.0	829.0	1029
XP_003494484.1	242.0	886.0	1128
XP_003494486.1	196.333333333	685.666666667	882
XP_003494487.1	197.0	712.0	909
XP_003494489.1	190.0	716.0	906
XP_003494497.1	398.0	1300.0	1698
XP_003494500.2	904.0	3641.0	4545
XP_003494501.1	115.666666667	457.333333333	573
XP_003494507.1	202.333333333	865.666666667	1068
XP_003494509.1	275.666666667	948.333333333	1224
XP_003494510.1	93.6666666667	359.333333333	453
XP_003494512.1	101.666666667	429.333333333	531
XP_003494514.1	570.666666667	2156.33333333	2727
XP_003494516.1	314.333333333	1188.66666667	1503
XP_003494521.1	149.333333333	600.666666667	750
XP_003494522.1	273.0	999.0	1272
XP_003494523.1	107.333333333	408.666666667	516
XP_003494524.1	295.333333333	1204.66666667	1500
XP_003494525.1	304.666666667	1198.33333333	1503
XP_003494527.1	404.0	1342.0	1746
XP_003494528.1	358.0	1262.0	1620
XP_003494529.2	528.333333333	1967.66666667	2496
XP_003494531.1	99.6666666667	416.333333333	516
XP_003494533.1	297.0	1059.0	1356
XP_003494538.1	423.0	1470.0	1893
XP_003494539.1	224.666666667	753.333333333	978
XP_003494540.1	194.333333333	735.666666667	930
XP_003494542.2	415.333333333	1555.66666667	1971
XP_003494543.1	452.0	1684.0	2136
XP_003494545.1	412.333333333	1711.66666667	2124
XP_003494546.1	76.0	314.0	390
XP_003494548.1	149.666666667	603.333333333	753
XP_003494549.2	261.333333333	1028.66666667	1290
XP_003494550.1	137.666666667	540.333333333	678
XP_003494551.1	303.666666667	1166.33333333	1470
XP_003494554.1	117.666666667	419.333333333	537
XP_003494555.2	416.333333333	1455.66666667	1872
XP_003494556.1	531.333333333	1901.66666667	2433
XP_003494558.1	240.333333333	887.666666667	1128
XP_003494559.1	146.333333333	531.666666667	678
XP_003494561.2	240.0	819.0	1059
XP_003494564.1	475.333333333	1669.66666667	2145
XP_003494565.2	110.0	454.0	564
XP_003494568.1	244.0	947.0	1191
XP_003494569.1	109.666666667	448.333333333	558
XP_003494570.1	536.666666667	2040.33333333	2577
XP_003494571.1	537.333333333	2084.66666667	2622
XP_003494572.1	275.333333333	984.666666667	1260
XP_003494574.1	229.0	959.0	1188
XP_003494581.2	431.0	1372.0	1806
XP_003494584.1	364.666666667	1372.33333333	1737
XP_003494587.1	451.666666667	1879.33333333	2331
XP_003494597.1	250.0	935.0	1185
XP_003494598.1	221.0	775.0	996
XP_003494599.2	544.0	2096.0	2640
XP_003494601.1	70.0	248.0	318
XP_003494602.1	155.666666667	582.333333333	738
XP_003494603.1	341.333333333	1278.66666667	1620
XP_003494605.1	272.0	982.0	1254
XP_003494607.1	581.333333333	2076.66666667	2658
XP_003494608.1	249.0	882.0	1131
XP_003494613.1	92.6666666667	315.333333333	411
XP_003494618.1	80.6666666667	330.333333333	411
XP_003494619.1	187.0	638.0	825
XP_003494620.1	162.666666667	587.333333333	750
XP_003494621.1	174.0	573.0	747
XP_003494622.1	367.0	1403.0	1770
XP_003494623.1	174.333333333	626.666666667	801
XP_003494624.1	104.0	343.0	447
XP_003494625.1	162.333333333	617.666666667	780
XP_003494626.1	188.0	640.0	828
XP_003494627.1	169.333333333	604.666666667	774
XP_003494629.1	216.666666667	779.333333333	996
XP_003494630.1	204.333333333	728.666666667	933
XP_003494635.2	198.333333333	698.666666667	897
XP_003494636.1	133.333333333	484.666666667	618
XP_003494637.2	176.333333333	663.666666667	840
XP_003494639.1	190.0	674.0	864
XP_003494644.1	369.333333333	1418.66666667	1788
XP_003494645.1	167.333333333	663.666666667	831
XP_003494648.1	430.333333333	1657.66666667	2088
XP_003494649.1	156.333333333	605.666666667	762
XP_003494651.2	196.666666667	682.333333333	879
XP_003494652.2	399.333333333	1355.66666667	1755
XP_003494654.1	410.333333333	1341.66666667	1752
XP_003494657.1	345.666666667	1145.33333333	1491
XP_003494658.1	280.666666667	1126.33333333	1407
XP_003494659.1	171.333333333	701.666666667	873
XP_003494663.1	50.6666666667	222.333333333	273
XP_003494665.1	480.666666667	1763.33333333	2244
XP_003494666.1	507.666666667	1958.33333333	2466
XP_003494667.1	438.333333333	1604.66666667	2043
XP_003494669.1	217.0	830.0	1047
XP_003494670.1	144.666666667	569.333333333	714
XP_003494671.2	391.333333333	1465.66666667	1857
XP_003494672.2	144.333333333	542.666666667	687
XP_003494673.1	101.333333333	384.666666667	486
XP_003494674.1	265.666666667	892.333333333	1158
XP_003494675.1	475.333333333	1834.66666667	2310
XP_003494676.1	329.0	1186.0	1515
XP_003494683.1	293.0	1180.0	1473
XP_003494690.1	228.333333333	857.666666667	1086
XP_003494692.1	308.0	1102.0	1410
XP_003494694.1	225.333333333	785.666666667	1011
XP_003494695.1	321.0	1185.0	1506
XP_003494696.1	735.666666667	2936.33333333	3672
XP_003494697.1	171.666666667	677.333333333	849
XP_003494698.2	81.3333333333	302.666666667	384
XP_003494699.1	215.666666667	819.333333333	1035
XP_003494701.1	276.666666667	1028.33333333	1305
XP_003494702.1	232.0	818.0	1050
XP_003494703.1	416.333333333	1512.66666667	1929
XP_003494705.1	238.0	974.0	1212
XP_003494706.2	217.333333333	889.666666667	1107
XP_003494708.1	396.0	1692.0	2088
XP_003494709.2	443.666666667	1776.33333333	2220
XP_003494710.1	362.333333333	1263.66666667	1626
XP_003494712.2	155.0	577.0	732
XP_003494713.1	162.333333333	617.666666667	780
XP_003494714.1	297.666666667	1118.33333333	1416
XP_003494715.1	270.333333333	1139.66666667	1410
XP_003494717.1	128.333333333	489.666666667	618
XP_003494718.2	222.333333333	866.666666667	1089
XP_003494720.1	72.0	270.0	342
XP_003494723.1	327.0	1221.0	1548
XP_003494726.1	39.6666666667	173.333333333	213
XP_003494734.1	59.3333333333	183.666666667	243
XP_003494735.1	201.0	804.0	1005
XP_003494736.1	288.666666667	1109.33333333	1398
XP_003494737.1	652.333333333	2278.66666667	2931
XP_003494738.1	233.666666667	804.333333333	1038
XP_003494739.1	322.333333333	1294.66666667	1617
XP_003494740.1	119.666666667	486.333333333	606
XP_003494741.1	150.666666667	593.333333333	744
XP_003494742.1	227.666666667	882.333333333	1110
XP_003494744.2	300.0	1104.0	1404
XP_003494746.1	289.666666667	991.333333333	1281
XP_003494748.2	127.666666667	442.333333333	570
XP_003494750.1	376.333333333	1495.66666667	1872
XP_003494752.1	687.333333333	2444.66666667	3132
XP_003494753.1	156.0	564.0	750
XP_003494754.1	131.666666667	531.333333333	663
XP_003494760.1	79.0	323.0	402
XP_003494761.1	146.333333333	588.666666667	735
XP_003494763.1	219.333333333	902.666666667	1128
XP_003494764.2	335.666666667	1563.33333333	1899
XP_003494765.1	62.0	280.0	342
XP_003494766.1	424.666666667	1492.33333333	1917
XP_003494767.1	136.0	626.0	762
XP_003494770.1	686.0	2839.0	3525
XP_003494771.2	81.0	264.0	348
XP_003494772.2	82.3333333333	262.666666667	348
XP_003494778.1	375.333333333	1463.66666667	1839
XP_003494780.1	199.0	737.0	936
XP_003494781.1	88.0	386.0	474
XP_003494782.1	586.666666667	2014.33333333	2601
XP_003494784.1	236.666666667	1050.33333333	1287
XP_003494788.1	143.666666667	570.333333333	714
XP_003494789.1	184.666666667	670.333333333	855
XP_003494790.1	168.666666667	710.333333333	879
XP_003494791.1	116.666666667	495.333333333	612
XP_003494793.1	267.0	1059.0	1326
XP_003494795.1	132.333333333	515.666666667	648
XP_003494796.1	112.666666667	409.333333333	522
XP_003494797.1	282.666666667	1064.33333333	1347
XP_003494798.1	241.666666667	802.333333333	1044
XP_003494800.2	264.0	885.0	1149
XP_003494801.1	228.333333333	848.666666667	1077
XP_003494802.1	134.333333333	492.666666667	627
XP_003494804.1	469.0	1766.0	2235
XP_003494806.2	207.333333333	770.666666667	978
XP_003494807.2	338.0	1345.0	1683
XP_003494809.1	69.6666666667	269.333333333	339
XP_003494812.2	159.0	615.0	774
XP_003494813.1	165.666666667	602.333333333	768
XP_003494815.1	384.333333333	1499.66666667	1884
XP_003494816.1	208.333333333	721.666666667	930
XP_003494819.1	132.333333333	488.666666667	621
XP_003494820.1	311.666666667	1131.33333333	1443
XP_003494821.1	478.333333333	1804.66666667	2283
XP_003494822.1	277.333333333	1012.66666667	1290
XP_003494823.1	279.333333333	962.666666667	1242
XP_003494824.1	782.0	2920.0	3702
XP_003494825.1	314.666666667	1110.33333333	1425
XP_003494827.1	208.333333333	772.666666667	981
XP_003494828.1	218.666666667	828.333333333	1047
XP_003494832.1	588.333333333	2117.66666667	2706
XP_003494833.1	125.0	478.0	603
XP_003494835.1	138.666666667	566.333333333	705
XP_003494836.1	197.0	766.0	963
XP_003494837.1	258.333333333	944.666666667	1203
XP_003494842.1	146.333333333	567.666666667	714
XP_003494843.1	102.666666667	410.333333333	513
XP_003494848.1	697.333333333	2533.66666667	3231
XP_003494849.1	261.666666667	932.333333333	1194
XP_003494851.2	99.6666666667	284.333333333	384
XP_003494854.1	223.666666667	736.333333333	960
XP_003494855.1	168.666666667	584.333333333	753
XP_003494856.1	245.333333333	909.666666667	1155
XP_003494857.1	170.666666667	591.333333333	762
XP_003494858.1	405.0	1464.0	1869
XP_003494859.1	287.0	1066.0	1353
XP_003494860.1	126.666666667	497.333333333	624
XP_003494861.1	119.0	445.0	564
XP_003494864.1	441.333333333	1490.66666667	1932
XP_003494865.1	282.0	1071.0	1353
XP_003494866.1	372.666666667	1391.33333333	1764
XP_003494870.1	314.333333333	1269.66666667	1584
XP_003494871.1	111.666666667	482.333333333	594
XP_003494872.1	542.333333333	1875.66666667	2418
XP_003494873.1	179.333333333	654.666666667	834
XP_003494877.1	138.666666667	563.333333333	702
XP_003494878.1	109.0	464.0	573
XP_003494880.1	126.0	495.0	621
XP_003494881.1	69.3333333333	242.666666667	312
XP_003494883.1	514.333333333	1798.66666667	2313
XP_003494884.1	182.333333333	612.666666667	795
XP_003494885.1	85.0	224.0	309
XP_003494890.1	301.333333333	1027.66666667	1329
XP_003494891.1	137.666666667	525.333333333	663
XP_003494892.1	250.333333333	913.666666667	1164
XP_003494893.1	135.333333333	455.666666667	591
XP_003494894.1	103.666666667	361.333333333	465
XP_003494895.1	699.0	2514.0	3213
XP_003494897.2	132.333333333	548.666666667	681
XP_003494898.1	138.333333333	569.666666667	708
XP_003494900.1	623.333333333	2565.66666667	3189
XP_003494902.1	74.0	208.0	282
XP_003494903.1	130.333333333	517.666666667	648
XP_003494904.1	287.333333333	1056.66666667	1344
XP_003494905.1	119.666666667	462.333333333	582
XP_003494907.2	2259.66666667	8711.33333333	10971
XP_003494908.1	102.333333333	416.666666667	519
XP_003494910.1	309.666666667	1022.33333333	1332
XP_003494911.1	364.333333333	1459.66666667	1824
XP_003494913.1	246.0	987.0	1233
XP_003494914.1	233.333333333	912.666666667	1146
XP_003494915.2	138.333333333	629.666666667	768
XP_003494916.1	104.0	376.0	480
XP_003494917.1	684.0	2397.0	3081
XP_003494918.1	80.0	295.0	375
XP_003494919.1	224.333333333	786.666666667	1011
XP_003494920.2	119.666666667	474.333333333	594
XP_003494921.1	269.0	955.0	1224
XP_003494922.1	365.333333333	1314.66666667	1680
XP_003494923.1	239.666666667	900.333333333	1140
XP_003494927.2	1338.0	4689.0	6027
XP_003494928.1	73.0	227.0	300
XP_003494929.2	67.0	290.0	357
XP_003494930.2	91.0	299.0	390
XP_003494932.1	79.6666666667	310.333333333	390
XP_003494933.1	82.6666666667	277.333333333	360
XP_003494934.2	66.0	258.0	327
XP_003494935.2	261.666666667	923.333333333	1185
XP_003494937.2	57.6666666667	257.333333333	315
XP_003494938.1	481.666666667	1810.33333333	2292
XP_003494939.2	94.0	332.0	426
XP_003494940.1	219.666666667	914.333333333	1134
XP_003494942.1	202.0	767.0	969
XP_003494943.1	86.6666666667	300.333333333	387
XP_003494944.1	172.0	713.0	885
XP_003494945.1	382.0	1361.0	1743
XP_003494946.1	214.0	845.0	1059
XP_003494947.1	191.333333333	729.666666667	921
XP_003494949.1	224.333333333	921.666666667	1146
XP_003494950.1	160.666666667	595.333333333	756
XP_003494951.1	559.666666667	2008.33333333	2568
XP_012236097.1	429.0	1752.0	2181
XP_012236098.1	175.333333333	682.666666667	858
XP_012236099.1	167.666666667	792.333333333	960
XP_012236102.1	268.666666667	931.333333333	1200
XP_012236104.1	218.666666667	918.333333333	1137
XP_012236105.1	147.666666667	572.333333333	720
XP_012236107.1	509.333333333	1710.66666667	2229
XP_012236108.1	1398.0	4515.0	5913
XP_012236109.1	94.0	314.0	408
XP_012236110.1	691.333333333	2566.66666667	3258
XP_012236112.1	483.666666667	1760.33333333	2244
XP_012236114.1	145.333333333	586.666666667	732
XP_012236116.1	395.666666667	1335.33333333	1731
XP_012236124.1	787.0	2906.0	3693
XP_012236128.1	1987.0	7286.0	9273
XP_012236129.1	159.333333333	632.666666667	792
XP_012236130.1	753.0	2871.0	3624
XP_012236134.1	229.666666667	847.333333333	1077
