genus	id	trg	og	n	ortho	gamma
Bumblebees	Bimp07259	Insecta	INS014161	2	GB53644	1.062486353
Honey bees	GB53644	Insecta	INS014161	2	Bimp07259	-0.021944039
Bumblebees	Bimp01529	Insecta	INS014163	2	GB43964	1.602163094
Honey bees	GB43964	Insecta	INS014163	2	Bimp01529	-0.102079042
Bumblebees	Bimp03609	Insecta	INS014166	2	GB44289	0.414967848
Honey bees	GB44289	Insecta	INS014166	2	Bimp03609	-0.358622755
Bumblebees	Bimp04546	Insecta	INS014167	2	GB53882	0.484072311
Honey bees	GB53882	Insecta	INS014167	2	Bimp04546	-0.317884545
Bumblebees	Bimp04357	Insecta	INS014170	2	GB48812	0.777542934
Honey bees	GB48812	Insecta	INS014170	2	Bimp04357	-0.360006368
Bumblebees	Bimp04276	Insecta	INS014171	2	GB49928	0.340403685
Honey bees	GB49928	Insecta	INS014171	2	Bimp04276	-0.18419142
Bumblebees	Bimp13102	Insecta	INS014174	2	GB51700	0.216025652
Honey bees	GB51700	Insecta	INS014174	2	Bimp13102	0.232922163
Bumblebees	Bimp07753	Insecta	INS014180	2	GB46654	1.120437618
Honey bees	GB46654	Insecta	INS014180	2	Bimp07753	-0.338678356
Bumblebees	Bimp11268	Insecta	INS014193	2	GB49784	1.39537962
Honey bees	GB49784	Insecta	INS014193	2	Bimp11268	0.07271273
Bumblebees	Bimp04602	Insecta	INS014197	2	GB46757	1.481688227
Honey bees	GB46757	Insecta	INS014197	2	Bimp04602	0.352546435
Bumblebees	Bimp11822	Hymenoptera	INS014199	2	GB45432	1.254482232
Honey bees	GB45432	Hymenoptera	INS014199	2	Bimp11822	0.450373786
Bumblebees	Bimp12751	Insecta	INS014200	2	GB55560	0.056174404
Honey bees	GB55560	Insecta	INS014200	2	Bimp12751	-0.444604782
Bumblebees	Bimp01492	Insecta	INS014202	2	GB53190	0.83011809
Honey bees	GB53190	Insecta	INS014202	2	Bimp01492	-0.88456038
Bumblebees	Bimp06205	Insecta	INS014204	2	GB49936	0.553512628
Honey bees	GB49936	Insecta	INS014204	2	Bimp06205	0.533186772
Bumblebees	Bimp08176	Insecta	INS014207	2	GB46767	-0.499111037
Honey bees	GB46767	Insecta	INS014207	2	Bimp08176	-0.488797429
Bumblebees	Bimp03770	Insecta	INS014210	2	GB45261	-0.025265347
Honey bees	GB45261	Insecta	INS014210	2	Bimp03770	0.32706497
Bumblebees	Bimp01822	Insecta	INS014211	2	GB47055	0.894965016
Honey bees	GB47055	Insecta	INS014211	2	Bimp01822	0.12192426
Bumblebees	Bimp07600	Insecta	INS014212	2	GB47092	0.727567775
Honey bees	GB47092	Insecta	INS014212	2	Bimp07600	-0.152486658
Bumblebees	Bimp13543	Insecta	INS014213	2	GB42643	1.12066051
Honey bees	GB42643	Insecta	INS014213	2	Bimp13543	0.460000381
Bumblebees	Bimp13001	Insecta	INS014214	2	GB50413	1.091881831
Honey bees	GB50413	Insecta	INS014214	2	Bimp13001	0.256903634
Bumblebees	Bimp03235	Insecta	INS014221	2	GB46201	1.182914242
Honey bees	GB46201	Insecta	INS014221	2	Bimp03235	-0.002125681
Bumblebees	Bimp12360	Insecta	INS014227	2	GB48435	2.034819999
Honey bees	GB48435	Insecta	INS014227	2	Bimp12360	-0.574825874
Bumblebees	Bimp00979	Insecta	INS014228	2	GB53726	1.020525307
Honey bees	GB53726	Insecta	INS014228	2	Bimp00979	0.428741869
Bumblebees	Bimp08674	Insecta	INS014230	2	GB53910	-0.611014084
Honey bees	GB53910	Insecta	INS014230	2	Bimp08674	0.103523892
Bumblebees	Bimp01410	Insecta	INS014231	2	GB42649	0.006595774
Honey bees	GB42649	Insecta	INS014231	2	Bimp01410	-0.271186791
Bumblebees	Bimp08473	Insecta	INS014236	2	GB53421	1.276861871
Honey bees	GB53421	Insecta	INS014236	2	Bimp08473	0.224322624
Bumblebees	Bimp13305	Insecta	INS014239	2	GB41510	0.064360866
Honey bees	GB41510	Insecta	INS014239	2	Bimp13305	-0.054532223
Bumblebees	Bimp05935	Insecta	INS014240	2	GB43258	-0.050361879
Honey bees	GB43258	Insecta	INS014240	2	Bimp05935	-0.005285211
Bumblebees	Bimp04159	Insecta	INS014242	2	GB54599	-0.21791911
Honey bees	GB54599	Insecta	INS014242	2	Bimp04159	-0.591862939
Bumblebees	Bimp01810	Insecta	INS014250	2	NA	0.726105456
Bumblebees	Bimp12005	Insecta	INS014250	2	NA	-0.198226219
Bumblebees	Bimp05850	Insecta	INS014255	2	GB49259	1.318588802
Honey bees	GB49259	Insecta	INS014255	2	Bimp05850	1.103202718
Bumblebees	Bimp10588	Insecta	INS014257	2	GB46569	0.74261279
Honey bees	GB46569	Insecta	INS014257	2	Bimp10588	-0.37273514
Bumblebees	Bimp08192	Apoidea	INS014261	2	GB45513	0.610342033
Honey bees	GB45513	Apoidea	INS014261	2	Bimp08192	-0.012249541
Bumblebees	Bimp11706	Insecta	INS014262	2	GB54052	0.656104234
Honey bees	GB54052	Insecta	INS014262	2	Bimp11706	-0.6032143
Bumblebees	Bimp04900	Insecta	INS014267	2	GB46369	1.214858584
Honey bees	GB46369	Insecta	INS014267	2	Bimp04900	-0.606037905
Bumblebees	Bimp02793	Insecta	INS014270	2	GB55161	1.216092658
Honey bees	GB55161	Insecta	INS014270	2	Bimp02793	-0.297671889
Bumblebees	Bimp01194	Insecta	INS014275	2	GB45092	0.156824191
Honey bees	GB45092	Insecta	INS014275	2	Bimp01194	-0.165007129
Bumblebees	Bimp12073	Insecta	INS014276	2	GB41029	0.631669078
Honey bees	GB41029	Insecta	INS014276	2	Bimp12073	0.222542397
Bumblebees	Bimp13749	Insecta	INS014281	2	GB48343	2.193537359
Honey bees	GB48343	Insecta	INS014281	2	Bimp13749	3.109461128
Bumblebees	Bimp04965	Insecta	INS014282	2	GB55976	-0.11260419
Honey bees	GB55976	Insecta	INS014282	2	Bimp04965	-0.308158494
Bumblebees	Bimp01452	Insecta	INS014283	2	GB53434	0.463730682
Honey bees	GB53434	Insecta	INS014283	2	Bimp01452	-0.051588417
Bumblebees	Bimp06901	Insecta	INS014288	2	GB49233	0.392656172
Honey bees	GB49233	Insecta	INS014288	2	Bimp06901	-0.570285761
Bumblebees	Bimp13856	Insecta	INS014289	2	GB44926	-0.001404137
Honey bees	GB44926	Insecta	INS014289	2	Bimp13856	-0.780260213
Bumblebees	Bimp07858	Insecta	INS014291	2	GB45827	0.189328056
Honey bees	GB45827	Insecta	INS014291	2	Bimp07858	-0.304134906
Bumblebees	Bimp03893	Insecta	INS014295	2	GB43819	0.427259443
Honey bees	GB43819	Insecta	INS014295	2	Bimp03893	0.057395787
Bumblebees	Bimp00733	Insecta	INS014297	2	GB54215	1.107663059
Honey bees	GB54215	Insecta	INS014297	2	Bimp00733	-0.422708709
Bumblebees	Bimp11972	Insecta	INS014300	2	GB41842	0.599999383
Honey bees	GB41842	Insecta	INS014300	2	Bimp11972	0.162110503
Bumblebees	Bimp13396	Insecta	INS014305	2	GB41715	1.142441215
Honey bees	GB41715	Insecta	INS014305	2	Bimp13396	0.300517938
Bumblebees	Bimp02014	Insecta	INS014306	2	GB42721	1.224432021
Honey bees	GB42721	Insecta	INS014306	2	Bimp02014	-0.097235271
Bumblebees	Bimp06436	Insecta	INS014309	2	GB54467	-0.121997315
Honey bees	GB54467	Insecta	INS014309	2	Bimp06436	0.085973207
Bumblebees	Bimp04727	Insecta	INS014316	2	GB42769	0.570630582
Honey bees	GB42769	Insecta	INS014316	2	Bimp04727	-0.343465749
Bumblebees	Bimp09654	Insecta	INS014319	2	GB45538	0.632144182
Honey bees	GB45538	Insecta	INS014319	2	Bimp09654	-0.360413993
Bumblebees	Bimp06231	Insecta	INS014322	2	GB41439	0.852371514
Honey bees	GB41439	Insecta	INS014322	2	Bimp06231	-0.091791064
Bumblebees	Bimp13552	Insecta	INS014323	2	GB50737	0.482539741
Honey bees	GB50737	Insecta	INS014323	2	Bimp13552	1.886835985
Bumblebees	Bimp13970	Insecta	INS014327	2	GB49100	2.308995415
Honey bees	GB49100	Insecta	INS014327	2	Bimp13970	0.823585801
Bumblebees	Bimp05819	Insecta	INS014329	2	GB47395	0.994701873
Honey bees	GB47395	Insecta	INS014329	2	Bimp05819	-0.069295068
Bumblebees	Bimp04004	Insecta	INS014330	2	GB51419	0.158228885
Honey bees	GB51419	Insecta	INS014330	2	Bimp04004	-0.15285294
Bumblebees	Bimp07347	Insecta	INS014332	2	GB48078	-0.356983293
Honey bees	GB48078	Insecta	INS014332	2	Bimp07347	0.434479128
Bumblebees	Bimp04365	Insecta	INS014336	2	GB48798	0.262275361
Honey bees	GB48798	Insecta	INS014336	2	Bimp04365	-0.004296568
Bumblebees	Bimp03525	Insecta	INS014338	2	GB42192	0.534077214
Honey bees	GB42192	Insecta	INS014338	2	Bimp03525	-0.388704153
Bumblebees	Bimp03183	Insecta	INS014342	2	GB55070	1.808989686
Honey bees	GB55070	Insecta	INS014342	2	Bimp03183	0.606933243
Bumblebees	Bimp02264	Insecta	INS014344	2	GB46917	1.059216215
Honey bees	GB46917	Insecta	INS014344	2	Bimp02264	-0.534093572
Bumblebees	Bimp05679	Insecta	INS014346	2	GB43092	0.524830165
Honey bees	GB43092	Insecta	INS014346	2	Bimp05679	-0.145795237
Bumblebees	Bimp05311	Insecta	INS014347	2	GB40398	1.048827493
Honey bees	GB40398	Insecta	INS014347	2	Bimp05311	-0.609327408
Bumblebees	Bimp13108	Insecta	INS014348	2	GB51727	0.891762508
Honey bees	GB51727	Insecta	INS014348	2	Bimp13108	-0.136296422
Bumblebees	Bimp03060	Insecta	INS014357	2	GB47162	-0.101046973
Honey bees	GB47162	Insecta	INS014357	2	Bimp03060	-0.586274655
Bumblebees	Bimp02634	Insecta	INS014358	2	GB49974	1.137550113
Honey bees	GB49974	Insecta	INS014358	2	Bimp02634	0.775458739
Bumblebees	Bimp12390	Insecta	INS014362	2	GB44027	1.022207096
Honey bees	GB44027	Insecta	INS014362	2	Bimp12390	0.042898897
Bumblebees	Bimp05811	Insecta	INS014366	2	GB47401	0.240891434
Honey bees	GB47401	Insecta	INS014366	2	Bimp05811	-0.152609686
Bumblebees	Bimp10770	Insecta	INS014380	2	GB50534	0.737474448
Honey bees	GB50534	Insecta	INS014380	2	Bimp10770	0.043149073
Bumblebees	Bimp06047	Insecta	INS014383	2	GB55515	1.975241131
Honey bees	GB55515	Insecta	INS014383	2	Bimp06047	0.643240652
Bumblebees	Bimp06666	Insecta	INS014384	2	GB55408	1.236231674
Honey bees	GB55408	Insecta	INS014384	2	Bimp06666	1.923064667
Bumblebees	Bimp12786	Insecta	INS014385	2	GB49116	0.31788913
Honey bees	GB49116	Insecta	INS014385	2	Bimp12786	-0.388387947
Bumblebees	Bimp03059	Insecta	INS014392	2	GB47159	0.440487384
Honey bees	GB47159	Insecta	INS014392	2	Bimp03059	-0.274525683
Bumblebees	Bimp12322	Insecta	INS014393	2	GB45008	1.460237955
Honey bees	GB45008	Insecta	INS014393	2	Bimp12322	-0.443408891
Bumblebees	Bimp05132	Insecta	INS014396	2	GB45739	1.646540952
Honey bees	GB45739	Insecta	INS014396	2	Bimp05132	0.218395823
Bumblebees	Bimp05633	Insecta	INS014400	2	GB45230	0.228582104
Honey bees	GB45230	Insecta	INS014400	2	Bimp05633	1.242796119
Bumblebees	Bimp12505	Insecta	INS014401	2	GB54259	0.17191606
Honey bees	GB54259	Insecta	INS014401	2	Bimp12505	0.303498846
Bumblebees	Bimp04054	Insecta	INS014402	2	GB45185	-0.04513101
Honey bees	GB45185	Insecta	INS014402	2	Bimp04054	0.138836053
Bumblebees	Bimp04633	Hymenoptera	INS014403	2	GB42050	1.481356368
Honey bees	GB42050	Hymenoptera	INS014403	2	Bimp04633	0.145951442
Bumblebees	Bimp08890	Insecta	INS014404	2	GB50984	0.159664155
Honey bees	GB50984	Insecta	INS014404	2	Bimp08890	-0.173221461
Bumblebees	Bimp12227	Insecta	INS014406	2	GB45806	0.365540128
Honey bees	GB45806	Insecta	INS014406	2	Bimp12227	-0.145021133
Bumblebees	Bimp03282	Insecta	INS014408	2	GB51294	2.00869677
Honey bees	GB51294	Insecta	INS014408	2	Bimp03282	-0.096423674
Bumblebees	Bimp02554	Insecta	INS014409	2	GB40385	-0.035160337
Honey bees	GB40385	Insecta	INS014409	2	Bimp02554	0.017988001
Bumblebees	Bimp12424	Insecta	INS014411	2	GB40895	0.309331779
Honey bees	GB40895	Insecta	INS014411	2	Bimp12424	-0.149817738
Bumblebees	Bimp00956	Insecta	INS014420	2	GB53667	-0.099955064
Honey bees	GB53667	Insecta	INS014420	2	Bimp00956	-0.425838783
Bumblebees	Bimp06695	Insecta	INS014421	2	GB55626	0.400766191
Honey bees	GB55626	Insecta	INS014421	2	Bimp06695	0.323560867
Bumblebees	Bimp07847	Insecta	INS014424	2	GB44796	0.402431707
Honey bees	GB44796	Insecta	INS014424	2	Bimp07847	0.717735629
Bumblebees	Bimp05018	Insecta	INS014426	2	GB54291	0.064770222
Honey bees	GB54291	Insecta	INS014426	2	Bimp05018	-0.419619152
Bumblebees	Bimp07756	Insecta	INS014428	2	GB46653	0.473100361
Honey bees	GB46653	Insecta	INS014428	2	Bimp07756	-0.911721926
Bumblebees	Bimp04875	Insecta	INS014432	2	GB51302	0.277719768
Honey bees	GB51302	Insecta	INS014432	2	Bimp04875	0.469193466
Bumblebees	Bimp13611	Insecta	INS014435	2	GB44122	1.525024531
Honey bees	GB44122	Insecta	INS014435	2	Bimp13611	1.836587067
Bumblebees	Bimp14188	Insecta	INS014443	2	GB45834	1.113435902
Honey bees	GB45834	Insecta	INS014443	2	Bimp14188	1.592798547
Bumblebees	Bimp06665	Insecta	INS014444	2	GB55608	0.362398985
Honey bees	GB55608	Insecta	INS014444	2	Bimp06665	2.964168484
Bumblebees	Bimp08848	Insecta	INS014448	2	GB52315	0.282994356
Honey bees	GB52315	Insecta	INS014448	2	Bimp08848	-0.206676413
Bumblebees	Bimp12301	Insecta	INS014450	2	GB41128	0.861146788
Honey bees	GB41128	Insecta	INS014450	2	Bimp12301	-0.248648634
Bumblebees	Bimp12712	Insecta	INS014451	2	GB40779	1.268348045
Honey bees	GB40779	Insecta	INS014451	2	Bimp12712	-0.080149945
Bumblebees	Bimp12844	Insecta	INS014455	2	GB43574	-0.749672432
Honey bees	GB43574	Insecta	INS014455	2	Bimp12844	0.304042422
Bumblebees	Bimp06357	Insecta	INS014459	2	GB40797	-0.155955066
Honey bees	GB40797	Insecta	INS014459	2	Bimp06357	-0.591534443
Bumblebees	Bimp03430	Insecta	INS014462	2	GB40151	0.264665547
Honey bees	GB40151	Insecta	INS014462	2	Bimp03430	-0.32312134
Bumblebees	Bimp08489	Insecta	INS014463	2	GB53337	0.402421374
Honey bees	GB53337	Insecta	INS014463	2	Bimp08489	-0.212428905
Bumblebees	Bimp04743	Insecta	INS014464	2	GB52719	0.814760478
Honey bees	GB52719	Insecta	INS014464	2	Bimp04743	0.714945201
Bumblebees	Bimp02931	Insecta	INS014468	2	GB47968	0.492907121
Honey bees	GB47968	Insecta	INS014468	2	Bimp02931	0.430657994
Bumblebees	Bimp11281	Insecta	INS014474	2	GB49777	0.564211457
Honey bees	GB49777	Insecta	INS014474	2	Bimp11281	0.588895434
Bumblebees	Bimp11811	Insecta	INS014475	2	GB50480	-0.294583376
Honey bees	GB50480	Insecta	INS014475	2	Bimp11811	1.540929635
Bumblebees	Bimp07864	Insecta	INS014488	2	GB46233	1.025441425
Honey bees	GB54848	Insecta	INS014488	2	Bimp07864	-0.145770534
Bumblebees	Bimp00948	Insecta	INS014489	2	GB53672	0.311091535
Honey bees	GB53672	Insecta	INS014489	2	Bimp00948	-0.365892952
Bumblebees	Bimp04580	Insecta	INS014490	2	GB40888	1.606873468
Honey bees	GB40888	Insecta	INS014490	2	Bimp04580	-0.464220578
Bumblebees	Bimp09721	Insecta	INS014496	2	GB51657	0.543548288
Honey bees	GB51657	Insecta	INS014496	2	Bimp09721	2.24643713
Bumblebees	Bimp10047	Insecta	INS014500	2	GB45688	-0.114676578
Honey bees	GB45688	Insecta	INS014500	2	Bimp10047	0.263919323
Bumblebees	Bimp01067	Insecta	INS014501	2	GB44478	1.489694318
Honey bees	GB44478	Insecta	INS014501	2	Bimp01067	3.863036171
Bumblebees	Bimp12104	Insecta	INS014508	2	GB50373	0.051713136
Honey bees	GB50373	Insecta	INS014508	2	Bimp12104	0.235266409
Bumblebees	Bimp12686	Insecta	INS014510	2	GB41445	0.308009038
Honey bees	GB41445	Insecta	INS014510	2	Bimp12686	-0.580648264
Bumblebees	Bimp11142	Insecta	INS014513	2	GB50574	0.414409611
Honey bees	GB50574	Insecta	INS014513	2	Bimp11142	1.090781141
Bumblebees	Bimp06482	Insecta	INS014515	2	GB45435	0.159732814
Honey bees	GB45435	Insecta	INS014515	2	Bimp06482	-0.196489557
Bumblebees	Bimp01301	Insecta	INS014516	2	GB52991	0.872088111
Honey bees	GB52991	Insecta	INS014516	2	Bimp01301	0.691282995
Bumblebees	Bimp12196	Insecta	INS014522	2	GB40063	0.247928937
Honey bees	GB40063	Insecta	INS014522	2	Bimp12196	-0.124561813
Bumblebees	Bimp01405	Insecta	INS014525	2	GB53230	1.179176606
Honey bees	GB53230	Insecta	INS014525	2	Bimp01405	1.174263258
Bumblebees	Bimp07881	Insecta	INS014526	2	GB47655	1.142453251
Honey bees	GB47655	Insecta	INS014526	2	Bimp07881	-0.717933462
Bumblebees	Bimp01752	Hymenoptera	INS014527	2	GB41042	-0.120242647
Honey bees	GB41042	Hymenoptera	INS014527	2	Bimp01752	-0.405515583
Bumblebees	Bimp01804	Insecta	INS014529	2	GB53861	0.534637259
Honey bees	GB53861	Insecta	INS014529	2	Bimp01804	0.997791548
Honey bees	GB53490	Hymenoptera	INS014532	2	Bimp01463	0.897875858
Honey bees	GB53488	Hymenoptera	INS014532	2	Bimp01463	0.123105494
Bumblebees	Bimp00665	Insecta	INS014538	2	GB54033	0.382892782
Honey bees	GB54033	Insecta	INS014538	2	Bimp00665	-0.696910939
Bumblebees	Bimp12835	Hymenoptera	INS014541	2	GB53524	1.395082218
Honey bees	GB53524	Hymenoptera	INS014541	2	Bimp12835	0.767842499
Bumblebees	Bimp11045	Insecta	INS014544	2	GB46616	0.688847191
Honey bees	GB46616	Insecta	INS014544	2	Bimp11045	0.123941518
Bumblebees	Bimp05761	Insecta	INS014548	2	GB54950	0.320475533
Honey bees	GB54950	Insecta	INS014548	2	Bimp05761	-0.319073747
Bumblebees	Bimp08343	Insecta	INS014549	2	GB47901	0.684679307
Honey bees	GB47901	Insecta	INS014549	2	Bimp08343	-0.347624938
Bumblebees	Bimp01986	Insecta	INS014550	2	GB41399	-0.256658188
Honey bees	GB41399	Insecta	INS014550	2	Bimp01986	3.095636037
Bumblebees	Bimp01173	Insecta	INS014551	2	GB47272	0.611289313
Honey bees	GB47272	Insecta	INS014551	2	Bimp01173	-0.183168697
Bumblebees	Bimp11917	Insecta	INS014552	2	GB47010	0.633780301
Honey bees	GB47010	Insecta	INS014552	2	Bimp11917	1.613661112
Bumblebees	Bimp02297	Insecta	INS014565	2	GB51524	0.097457506
Honey bees	GB51524	Insecta	INS014565	2	Bimp02297	-0.704850793
Bumblebees	Bimp12219	Apoidea	INS014572	2	GB44358	0.427973098
Honey bees	GB44358	Apoidea	INS014572	2	Bimp12219	0.204132429
Bumblebees	Bimp04012	Insecta	INS014573	2	GB51395	0.40379604
Honey bees	GB51395	Insecta	INS014573	2	Bimp04012	-0.21058025
Bumblebees	Bimp02164	Insecta	INS014574	2	GB55817	1.450410708
Honey bees	GB55817	Insecta	INS014574	2	Bimp02164	1.043719565
Bumblebees	Bimp05303	Insecta	INS014582	2	GB40483	0.409590694
Honey bees	GB40483	Insecta	INS014582	2	Bimp05303	0.368428126
Bumblebees	Bimp04078	Insecta	INS014584	2	GB45167	0.041199646
Honey bees	GB45169	Insecta	INS014584	2	Bimp04078	-0.236489697
Bumblebees	Bimp10509	Insecta	INS014586	2	GB40733	-0.15913597
Honey bees	GB40733	Insecta	INS014586	2	Bimp10509	-0.583199647
Bumblebees	Bimp13866	Insecta	INS014590	2	GB54956	0.247478322
Honey bees	GB54956	Insecta	INS014590	2	Bimp13866	-0.223857212
Bumblebees	Bimp12755	Insecta	INS014591	2	GB55570	0.640500746
Honey bees	GB55570	Insecta	INS014591	2	Bimp12755	0.587533009
Bumblebees	Bimp11880	Insecta	INS014592	2	GB52341	-0.287298216
Honey bees	GB52341	Insecta	INS014592	2	Bimp11880	-0.14892604
Bumblebees	Bimp04305	Insecta	INS014597	2	GB44336	-0.235264326
Honey bees	GB44336	Insecta	INS014597	2	Bimp04305	-0.329337988
Bumblebees	Bimp06554	Insecta	INS014603	2	GB50062	0.712549211
Honey bees	GB50062	Insecta	INS014603	2	Bimp06554	1.790347939
Bumblebees	Bimp02943	Insecta	INS014606	2	GB53220	0.16680551
Honey bees	GB53220	Insecta	INS014606	2	Bimp02943	-0.372916559
Bumblebees	Bimp13176	Insecta	INS014612	2	GB45544	0.425065649
Honey bees	GB45544	Insecta	INS014612	2	Bimp13176	-0.271275863
Bumblebees	Bimp11573	Insecta	INS014616	2	GB41236	0.053588378
Honey bees	GB41236	Insecta	INS014616	2	Bimp09193	1.884474043
Bumblebees	Bimp08214	Insecta	INS014617	2	GB45490	1.080893419
Honey bees	GB45490	Insecta	INS014617	2	Bimp08214	-0.556650499
Bumblebees	Bimp02792	Insecta	INS014620	2	GB55162	-0.384963994
Honey bees	GB55162	Insecta	INS014620	2	Bimp02792	-0.118598137
Bumblebees	Bimp02531	Insecta	INS014621	2	GB40098	0.010782595
Honey bees	GB40098	Insecta	INS014621	2	Bimp02531	0.461333483
Bumblebees	Bimp13238	Insecta	INS014645	2	GB45696	0.414045249
Honey bees	GB45696	Insecta	INS014645	2	Bimp13238	0.639667576
Bumblebees	Bimp02733	Insecta	INS014646	2	GB50016	1.503746757
Honey bees	GB50016	Insecta	INS014646	2	Bimp02733	0.00897886
Bumblebees	Bimp10923	Insecta	INS014647	2	GB54791	0.158205982
Honey bees	GB54791	Insecta	INS014647	2	Bimp10923	1.27904063
Bumblebees	Bimp05559	Insecta	INS014653	2	GB42303	0.834051164
Honey bees	GB42303	Insecta	INS014653	2	Bimp05559	-0.74826252
Bumblebees	Bimp14011	Insecta	INS014654	2	GB45701	1.235275566
Honey bees	GB45701	Insecta	INS014654	2	Bimp14011	-0.283485204
Bumblebees	Bimp09857	Insecta	INS014659	2	GB48754	1.311390878
Honey bees	GB48754	Insecta	INS014659	2	Bimp09857	-0.178442437
Bumblebees	Bimp03389	Insecta	INS014662	2	GB41207	-0.094276031
Honey bees	GB41207	Insecta	INS014662	2	Bimp03389	-0.393519317
Bumblebees	Bimp01959	Insecta	INS014668	2	GB47140	0.941951412
Honey bees	GB47140	Insecta	INS014668	2	Bimp01959	0.883000135
Bumblebees	Bimp10795	Insecta	INS014671	2	GB44973	0.146030365
Honey bees	GB44973	Insecta	INS014671	2	Bimp10795	0.298522608
Bumblebees	Bimp00490	Insecta	INS014672	2	GB46022	0.810711482
Honey bees	GB46022	Insecta	INS014672	2	Bimp00490	-0.043111034
Bumblebees	Bimp08278	Insecta	INS014674	2	GB47443	0.457346644
Honey bees	GB47443	Insecta	INS014674	2	Bimp08278	-0.811323984
Bumblebees	Bimp02861	Hymenoptera	INS014683	2	GB48132	0.787635968
Honey bees	GB48132	Hymenoptera	INS014683	2	Bimp02861	0.420976315
Bumblebees	Bimp10278	Insecta	INS014684	2	GB52726	0.031875558
Honey bees	GB52726	Insecta	INS014684	2	Bimp10278	-0.385940087
Bumblebees	Bimp11356	Insecta	INS014687	2	GB48632	0.486753041
Honey bees	GB48632	Insecta	INS014687	2	Bimp11356	-0.267091773
Bumblebees	Bimp10862	Insecta	INS014693	2	GB48207	0.168816562
Honey bees	GB48207	Insecta	INS014693	2	Bimp10862	-0.524760998
Bumblebees	Bimp09226	Insecta	INS014694	2	GB51037	-0.008793913
Honey bees	GB51037	Insecta	INS014694	2	Bimp09226	-0.334949874
Bumblebees	Bimp12266	Insecta	INS014695	2	GB54920	0.413382492
Honey bees	GB54920	Insecta	INS014695	2	Bimp12266	-0.309359611
Bumblebees	Bimp03907	Insecta	INS014696	2	GB41176	1.002554999
Honey bees	GB41176	Insecta	INS014696	2	Bimp03907	-0.582083255
Bumblebees	Bimp04956	Insecta	INS014697	2	GB48430	0.710300264
Honey bees	GB48430	Insecta	INS014697	2	Bimp04956	-0.73056746
Bumblebees	Bimp12334	Hymenoptera	INS014700	2	GB45170	1.491938656
Honey bees	GB45170	Hymenoptera	INS014700	2	Bimp12334	0.883998764
Bumblebees	Bimp12191	Insecta	INS014704	2	GB41258	-0.174779378
Honey bees	GB41258	Insecta	INS014704	2	Bimp12191	0.009389865
Bumblebees	Bimp00160	Insecta	INS014712	2	GB55663	-0.165008466
Honey bees	GB55663	Insecta	INS014712	2	Bimp00160	-0.179010372
Bumblebees	Bimp04581	Insecta	INS014713	2	GB40878	0.145714342
Honey bees	GB40878	Insecta	INS014713	2	Bimp04581	-0.789920957
Bumblebees	Bimp11791	Insecta	INS014717	2	GB47296	2.100423638
Honey bees	GB47296	Insecta	INS014717	2	Bimp11791	0.812921934
Bumblebees	Bimp02823	Insecta	INS014718	2	GB41085	-0.228550421
Honey bees	GB41085	Insecta	INS014718	2	Bimp02823	-0.428873295
Bumblebees	Bimp07484	Insecta	INS014726	2	GB45639	-0.112686992
Honey bees	GB45639	Insecta	INS014726	2	Bimp07484	1.571743155
Bumblebees	Bimp08807	Insecta	INS014727	2	GB53385	0.546811834
Honey bees	GB53385	Insecta	INS014727	2	Bimp08807	0.87609704
Bumblebees	Bimp09510	Insecta	INS014730	2	GB49904	0.000197542
Honey bees	GB49904	Insecta	INS014730	2	Bimp09510	0.184559654
Bumblebees	Bimp13198	Insecta	INS014739	2	GB55545	0.328819125
Honey bees	GB55545	Insecta	INS014739	2	Bimp13198	0.100978053
Bumblebees	Bimp01575	Insecta	INS014742	2	GB46586	0.547882694
Honey bees	GB46586	Insecta	INS014742	2	Bimp01575	0.093134241
Bumblebees	Bimp05216	Insecta	INS014745	2	GB41154	0.371573864
Honey bees	GB41154	Insecta	INS014745	2	Bimp05216	-0.202611393
Bumblebees	Bimp01748	Insecta	INS014753	2	GB41046	0.05273241
Honey bees	GB41046	Insecta	INS014753	2	Bimp01748	-0.727570188
Bumblebees	Bimp09033	Insecta	INS014754	2	GB51714	1.347897492
Honey bees	GB51714	Insecta	INS014754	2	Bimp09033	0.263994869
Bumblebees	Bimp04245	Insecta	INS014758	2	GB50970	0.718395846
Honey bees	GB50970	Insecta	INS014758	2	Bimp04245	0.233539947
Bumblebees	Bimp12954	Insecta	INS014759	2	GB41901	0.509575547
Honey bees	GB41901	Insecta	INS014759	2	Bimp12954	-0.105560459
Bumblebees	Bimp12576	Insecta	INS014760	2	GB54331	0.882801905
Honey bees	GB54331	Insecta	INS014760	2	Bimp12576	0.163167103
Bumblebees	Bimp01487	Insecta	INS014761	2	GB53240	0.361220601
Honey bees	GB53240	Insecta	INS014761	2	Bimp01487	-1.077531639
Bumblebees	Bimp05238	Insecta	INS014763	2	GB41169	0.801464242
Honey bees	GB41169	Insecta	INS014763	2	Bimp05238	-0.379650358
Bumblebees	Bimp07834	Insecta	INS014765	2	GB44780	0.561075471
Honey bees	GB44780	Insecta	INS014765	2	Bimp07834	-0.341693465
Bumblebees	Bimp13593	Insecta	INS014771	2	GB55788	0.736126037
Honey bees	GB55788	Insecta	INS014771	2	Bimp13593	0.019648173
Bumblebees	Bimp05675	Insecta	INS014773	2	GB43094	-0.301306796
Honey bees	GB43094	Insecta	INS014773	2	Bimp05675	0.401536917
