XP	gamma	FW	QG	FQ	WG	FoldChange.FW	FoldChange.QG	FoldChange.FQ	FoldChange.WG
XP_012243481.1	0.459249503	0.121579489	1.84E-05	0.248341345	1.54E-09	-1.103761278	1.321877262	1.081524878	1.577984745
XP_012243481.1	0.459249503	0.14391383	0.145606314	0.450132482	0.427991889	-1.103761278	1.321877262	1.081524878	1.577984745
XP_012243481.1	0.459249503	0.180757076	0.030061392	0.481932613	0.12836102	-1.103761278	1.321877262	1.081524878	1.577984745
XP_012247260.1	0.459209545	0.574702189	0.205658281	0.382914824	0.395537222	-1.032494781	1.069576401	-1.05215184	1.049593803
XP_012247260.1	0.459209545	0.97601555	0.504741213	0.12474491	0.023690076	-1.032494781	1.069576401	-1.05215184	1.049593803
XP_012247260.1	0.459209545	0.296644445	0.041067209	0.086109489	0.008683409	-1.032494781	1.069576401	-1.05215184	1.049593803
XP_012246975.1	0.459047508	0.42885181	0.021247235	0.688922901	0.000594616	-1.057426354	1.164688705	1.032979923	1.272189697
XP_012236564.1	0.458988137	0.14584175	2.51E-09	0.145845435	0.000545374	1.069998842	1.356826768	-1.072598249	1.182235542
XP_003491777.1	0.458857899	0.012115176	0.00011742	0.039838186	0.536349695	1.117499267	1.189952085	-1.097840591	-1.030996182
XP_003491777.1	0.458857899	0.012115176	0.00011742	0.039838186	0.536349695	1.117499267	1.189952085	-1.097840591	-1.030996182
XP_003491777.1	0.458857899	0.546136847	0.20409937	0.92328228	0.658394315	1.117499267	1.189952085	-1.097840591	-1.030996182
XP_003491777.1	0.458857899	0.546136847	0.20409937	0.92328228	0.658394315	1.117499267	1.189952085	-1.097840591	-1.030996182
XP_003491547.1	0.458636067	0.431079345	6.52E-05	0.265521053	0.000435764	-1.058072614	1.317305506	-1.084534594	1.285164058
XP_003491547.1	0.458636067	0.050482058	3.00E-05	0.091608425	3.07E-05	-1.058072614	1.317305506	-1.084534594	1.285164058
XP_003491547.1	0.458636067	0.107615779	0.000127076	0.103115014	0.000302134	-1.058072614	1.317305506	-1.084534594	1.285164058
XP_012238323.1	0.458344657	0.346867294	0.003944258	0.11666796	0.825640911	-1.047021018	-1.143998329	1.079409922	-1.012240208
XP_012238323.1	0.458344657	0.250321153	0.044128693	0.101700216	0.422867552	-1.047021018	-1.143998329	1.079409922	-1.012240208
XP_012238323.1	0.458344657	0.346867294	0.003944258	0.11666796	0.825640911	-1.047021018	-1.143998329	1.079409922	-1.012240208
XP_012238323.1	0.458344657	0.250321153	0.044128693	0.101700216	0.422867552	-1.047021018	-1.143998329	1.079409922	-1.012240208
XP_012238323.1	0.458344657	0.588131333	0.448956183	0.316027533	0.414060866	-1.047021018	-1.143998329	1.079409922	-1.012240208
XP_012238323.1	0.458344657	0.588131333	0.448956183	0.316027533	0.414060866	-1.047021018	-1.143998329	1.079409922	-1.012240208
XP_012238323.1	0.458344657	0.113510253	0.626769951	0.957399066	0.034206811	-1.047021018	-1.143998329	1.079409922	-1.012240208
XP_012238323.1	0.458344657	0.565528519	0.199444838	0.593813326	0.969849972	-1.047021018	-1.143998329	1.079409922	-1.012240208
XP_012238323.1	0.458344657	0.565528519	0.199444838	0.593813326	0.969849972	-1.047021018	-1.143998329	1.079409922	-1.012240208
XP_012238323.1	0.458344657	0.113510253	0.626769951	0.957399066	0.034206811	-1.047021018	-1.143998329	1.079409922	-1.012240208
XP_012249824.1	0.45816739	0.009829834	0.005249029	0.172303736	0.245937619	-1.116080122	-1.125824336	1.063291088	1.05408811
XP_012249824.1	0.45816739	0.009829834	0.005249029	0.172303736	0.245937619	-1.116080122	-1.125824336	1.063291088	1.05408811
XP_003485960.1	0.457774053	0.490147593	0.217744659	0.80634873	0.866174685	-1.053953279	-1.093126332	1.02253146	-1.014313762
XP_003485960.1	0.457774053	0.173983064	0.200684627	0.959735545	0.898001753	-1.053953279	-1.093126332	1.02253146	-1.014313762
XP_003485960.1	0.457774053	0.777033671	0.115570553	0.375796395	0.396534947	-1.053953279	-1.093126332	1.02253146	-1.014313762
XP_003485960.1	0.457774053	0.972360639	0.11119936	0.644874438	0.034465625	-1.053953279	-1.093126332	1.02253146	-1.014313762
XP_003493683.1	0.457451917	0.009645683	0.074489809	0.037300633	0.004903054	1.175570162	1.118085257	-1.142512095	-1.201252875
XP_003492841.1	0.457441486	0.00258026	8.53E-05	0.681221765	1.82E-08	-1.150104262	1.202878093	-1.023285672	1.351954063
XP_003492841.1	0.457441486	0.026475599	0.462234164	0.773637367	0.011558633	-1.150104262	1.202878093	-1.023285672	1.351954063
XP_012246875.1	0.457327992	0.015228158	1.30E-06	0.356632027	0.113888097	-1.11435284	-1.256334618	1.046734382	-1.077075415
XP_012243053.1	0.45719553	0.015449699	2.35E-06	0.505368828	0.091180642	1.151688598	1.335740873	-1.045858094	1.108956183
XP_012243053.1	0.45719553	0.134745705	2.93E-06	0.130833467	0.085580871	1.151688598	1.335740873	-1.045858094	1.108956183
XP_012243053.1	0.45719553	0.144010568	3.52E-07	0.320549789	0.006024261	1.151688598	1.335740873	-1.045858094	1.108956183
XP_012243053.1	0.45719553	0.458744112	1.78E-06	0.300005587	1.59E-05	1.151688598	1.335740873	-1.045858094	1.108956183
XP_012243053.1	0.45719553	0.420225573	1.23E-06	0.505869945	2.43E-06	1.151688598	1.335740873	-1.045858094	1.108956183
XP_012243053.1	0.45719553	0.640761517	0.00908951	0.914792134	0.001846554	1.151688598	1.335740873	-1.045858094	1.108956183
XP_012243053.1	0.45719553	0.336831541	0.124298149	0.503955275	0.088941716	1.151688598	1.335740873	-1.045858094	1.108956183
XP_003484658.1	0.457032406	0.112719634	0.863553684	0.132685299	0.001316349	-1.119331785	1.013894061	1.117228417	1.267924486
XP_012242327.1	0.456713337	0.254339194	0.418072912	0.014487381	2.94E-05	1.070681903	-1.050503908	-1.155593928	-1.299760654
XP_012242327.1	0.456713337	0.13959797	0.0194036	0.228832811	0.691017849	1.070681903	-1.050503908	-1.155593928	-1.299760654
XP_003492085.1	0.456606204	0.005455478	0.45675628	0.834773276	0.099392156	-1.193641112	-1.051156608	-1.017478221	1.116043756
XP_012250427.1	0.456521826	0.041101222	0.023947018	0.940116619	4.41E-05	-1.248903162	1.277508385	1.011611272	1.614009863
XP_003492218.1	0.456331405	0.927930619	0.569094032	0.192958315	0.043463022	1.005319045	-1.030330031	-1.069766347	-1.10807511
XP_003492218.1	0.456331405	0.677760403	0.629070572	0.456017491	0.475782684	1.005319045	-1.030330031	-1.069766347	-1.10807511
XP_003492218.1	0.456331405	0.775009372	0.088693536	0.483510153	0.006426735	1.005319045	-1.030330031	-1.069766347	-1.10807511
XP_003492218.1	0.456331405	0.492455462	0.010358976	0.919934241	0.001100875	1.005319045	-1.030330031	-1.069766347	-1.10807511
XP_003490807.1	0.456048899	0.63313533	0.023263172	0.002953406	0.223186858	1.036280277	1.164679878	-1.226603701	-1.091377336
XP_012242361.1	0.455879172	0.660511585	0.000680924	0.95810469	0.00018065	-1.021556253	1.160642444	1.00325644	1.189522582
XP_012242361.1	0.455879172	0.487421787	0.690140019	0.18557389	0.30819158	-1.021556253	1.160642444	1.00325644	1.189522582
XP_012240546.1	0.455842493	0.609478468	0.623851293	0.978368718	0.2910383	-1.038415995	1.036505903	1.002583649	1.079105153
XP_012240546.1	0.455842493	0.785962535	0.905730132	0.574845147	0.860597005	-1.038415995	1.036505903	1.002583649	1.079105153
XP_012240546.1	0.455842493	0.245375904	0.411464486	0.970106935	0.04289256	-1.038415995	1.036505903	1.002583649	1.079105153
XP_003494864.1	0.455606696	1.70E-06	7.17E-17	0.000644714	0.021257505	-1.410712597	-2.089492956	1.262689591	-1.173020945
XP_003494864.1	0.455606696	0.000211112	2.46E-17	0.002147105	4.25E-05	-1.410712597	-2.089492956	1.262689591	-1.173020945
XP_003494864.1	0.455606696	6.16E-05	3.12E-22	4.43E-06	4.46E-07	-1.410712597	-2.089492956	1.262689591	-1.173020945
XP_003494864.1	0.455606696	2.40E-05	3.14E-21	0.0004432	1.97E-07	-1.410712597	-2.089492956	1.262689591	-1.173020945
XP_003484935.1	0.4554932	0.294282543	0.455537683	0.099945947	0.000667115	-1.057999013	1.04161928	1.092585944	1.204064859
XP_003488704.1	0.45501256	8.07E-14	7.13E-21	5.73E-14	4.05E-06	-1.947086161	-2.587669664	1.888920072	1.421313617
XP_003488704.1	0.45501256	9.36E-15	4.08E-22	7.50E-11	0.004460219	-1.947086161	-2.587669664	1.888920072	1.421313617
XP_012242183.1	0.454919922	0.922003385	0.639760028	0.511598551	0.753495224	1.007409798	1.032543601	-1.048656771	-1.023130746
XP_012248847.1	0.454892551	0.314074421	0.175655674	0.602279162	0.386010984	1.061079717	1.080756447	1.035609363	1.05481377
XP_012248847.1	0.454892551	0.598028647	0.060285175	0.945427022	0.26032493	1.061079717	1.080756447	1.035609363	1.05481377
XP_003487506.1	0.453906221	0.332096191	0.000397202	0.019642269	0.033497446	-1.049512323	1.18623141	-1.120207365	1.111369664
XP_003487506.1	0.453906221	0.811093688	0.002329436	0.018511024	0.395273942	-1.049512323	1.18623141	-1.120207365	1.111369664
XP_003486365.1	0.453527281	0.3074592	4.05E-13	0.384938881	4.77E-12	-1.076729883	1.845778132	-1.069855989	1.857637375
XP_003484430.1	0.453211523	0.539291496	0.57833551	0.628911666	0.078193724	-1.034023513	1.030607004	1.029594407	1.097209802
XP_003489578.1	0.453051217	0.634746169	0.214517221	0.765194963	0.29931309	1.034251217	1.084261223	1.024443805	1.073979586
XP_003489578.1	0.453051217	0.291375852	0.002802946	0.966393518	0.000157598	1.034251217	1.084261223	1.024443805	1.073979586
XP_003491043.1	0.452794526	0.919087575	1.03E-05	0.351836062	0.000518415	-1.007043196	1.300979089	-1.06107431	1.23473175
XP_003486050.1	0.452684647	1.02E-05	4.49E-11	0.111466135	0.226176654	1.286184461	1.506567093	-1.093039433	1.071641168
XP_003492843.1	0.452015039	0.572635815	0.257392125	0.979960345	0.083971162	-1.030192717	1.057622031	1.001717308	1.091425615
XP_003492570.1	0.451541355	0.848801713	0.222332506	0.613983718	0.123438224	-1.007885718	-1.044497726	-1.021272484	-1.058370774
XP_003491253.1	0.451070759	0.391564987	0.205133732	0.282171126	0.478665562	-1.057373631	-1.082826947	1.074721893	1.049459097
XP_003493869.1	0.450799661	0.021374824	0.099420461	0.000492849	8.05E-05	1.169622024	1.119562239	-1.276808107	-1.333898938
XP_003493869.1	0.450799661	0.279071201	0.195339916	0.026486516	1.50E-05	1.169622024	1.119562239	-1.276808107	-1.333898938
XP_003494903.1	0.450647729	0.050049634	3.23E-06	0.562349125	0.031890614	-1.253050747	-1.75169849	1.081301724	-1.292837083
XP_003494903.1	0.450647729	0.044221027	0.077266428	0.500209135	2.52E-05	-1.253050747	-1.75169849	1.081301724	-1.292837083
XP_003494903.1	0.450647729	0.028936353	0.558477755	0.031956886	0.000398581	-1.253050747	-1.75169849	1.081301724	-1.292837083
XP_003494903.1	0.450647729	0.026891741	0.440405971	0.653285388	0.000719718	-1.253050747	-1.75169849	1.081301724	-1.292837083
XP_003485084.2	0.449709812	0.060606142	0.151997346	0.013246304	2.27E-07	-1.092152207	1.069869452	1.12558188	1.315197723
XP_003485084.2	0.449709812	0.148217811	0.247260191	0.008691946	1.61E-06	-1.092152207	1.069869452	1.12558188	1.315197723
XP_003485084.2	0.449709812	0.769272072	0.613621434	0.023671428	0.044189256	-1.092152207	1.069869452	1.12558188	1.315197723
XP_003485084.2	0.449709812	0.272653552	0.045332333	0.072270789	6.74E-06	-1.092152207	1.069869452	1.12558188	1.315197723
XP_003485364.1	0.449557864	0.966583234	0.805380348	0.505328257	0.703146898	-1.004237051	1.022685421	-1.063963646	-1.035973113
XP_003485364.1	0.449557864	0.609432126	0.241381754	0.137974329	0.865243675	-1.004237051	1.022685421	-1.063963646	-1.035973113
XP_003485364.1	0.449557864	0.966583234	0.805380348	0.505328257	0.703146898	-1.004237051	1.022685421	-1.063963646	-1.035973113
XP_003485364.1	0.449557864	0.609432126	0.241381754	0.137974329	0.865243675	-1.004237051	1.022685421	-1.063963646	-1.035973113
XP_003485364.1	0.449557864	0.239192287	0.040796879	0.746809531	0.247207338	-1.004237051	1.022685421	-1.063963646	-1.035973113
XP_003485364.1	0.449557864	0.239192287	0.040796879	0.746809531	0.247207338	-1.004237051	1.022685421	-1.063963646	-1.035973113
XP_003485364.1	0.449557864	0.623494988	0.000182081	0.516623442	3.70E-06	-1.004237051	1.022685421	-1.063963646	-1.035973113
XP_003485364.1	0.449557864	0.623494988	0.000182081	0.516623442	3.70E-06	-1.004237051	1.022685421	-1.063963646	-1.035973113
XP_012243232.1	0.44945817	0.00345732	1.74E-13	0.928035191	1.66E-07	-1.190005356	-1.704354297	1.007407549	-1.421692796
XP_012243232.1	0.44945817	0.00527658	1.47E-13	0.937357744	7.98E-08	-1.190005356	-1.704354297	1.007407549	-1.421692796
XP_012243232.1	0.44945817	0.25858821	0.150949576	0.784185206	0.958882353	-1.190005356	-1.704354297	1.007407549	-1.421692796
XP_012237972.1	0.448964748	0.006684437	0.016993102	0.012608638	0.005711789	1.155373183	1.134652232	-1.144581986	-1.165484273
XP_012237972.1	0.448964748	0.996504407	0.167510346	0.210804102	0.954569086	1.155373183	1.134652232	-1.144581986	-1.165484273
XP_012237972.1	0.448964748	0.310025842	0.21171302	0.521506874	0.643483236	1.155373183	1.134652232	-1.144581986	-1.165484273
XP_003491880.1	0.448616922	0.001012491	0.005007508	0.005407463	0.001333479	1.364716724	1.298576131	-1.302843464	-1.369201406
XP_003491880.1	0.448616922	0.111794864	0.275232207	0.056972754	0.018757222	1.364716724	1.298576131	-1.302843464	-1.369201406
XP_003491880.1	0.448616922	0.001867889	0.016504995	0.002409413	0.000286079	1.364716724	1.298576131	-1.302843464	-1.369201406
XP_012244930.1	0.448183396	0.002482091	5.78E-06	0.002401166	5.42E-15	-1.145806467	1.234635242	1.148126904	1.624201221
XP_012236724.1	0.448101599	0.158824254	0.103449323	0.365184488	0.000133102	-1.120965867	1.139434571	1.08353418	1.383962735
XP_012236724.1	0.448101599	0.392279286	0.060403981	0.303214939	0.000236825	-1.120965867	1.139434571	1.08353418	1.383962735
XP_012240351.1	0.447861021	0.642665844	0.009182273	0.190651743	0.533570978	1.0345388	1.186837674	-1.095942397	1.046783365
XP_012240351.1	0.447861021	0.609713403	0.001916478	0.060409819	0.582714665	1.0345388	1.186837674	-1.095942397	1.046783365
XP_012240351.1	0.447861021	0.642665844	0.009182273	0.190651743	0.533570978	1.0345388	1.186837674	-1.095942397	1.046783365
XP_012240351.1	0.447861021	0.609713403	0.001916478	0.060409819	0.582714665	1.0345388	1.186837674	-1.095942397	1.046783365
XP_012240351.1	0.447861021	0.89782537	0.180890327	0.040045349	0.598431126	1.0345388	1.186837674	-1.095942397	1.046783365
XP_012240351.1	0.447861021	0.89782537	0.180890327	0.040045349	0.598431126	1.0345388	1.186837674	-1.095942397	1.046783365
XP_012240351.1	0.447861021	0.902271018	0.028479008	0.164174994	0.431536535	1.0345388	1.186837674	-1.095942397	1.046783365
XP_012240351.1	0.447861021	0.902271018	0.028479008	0.164174994	0.431536535	1.0345388	1.186837674	-1.095942397	1.046783365
XP_012240351.1	0.447861021	0.108384571	0.138326537	0.318760648	0.254220209	1.0345388	1.186837674	-1.095942397	1.046783365
XP_012240351.1	0.447861021	0.108384571	0.138326537	0.318760648	0.254220209	1.0345388	1.186837674	-1.095942397	1.046783365
XP_012240351.1	0.447861021	0.939512624	0.380731661	0.656507338	0.201592847	1.0345388	1.186837674	-1.095942397	1.046783365
XP_012240351.1	0.447861021	0.939512624	0.380731661	0.656507338	0.201592847	1.0345388	1.186837674	-1.095942397	1.046783365
XP_012240351.1	0.447861021	0.087377702	0.564699785	0.523935679	0.078780385	1.0345388	1.186837674	-1.095942397	1.046783365
XP_012240351.1	0.447861021	0.087377702	0.564699785	0.523935679	0.078780385	1.0345388	1.186837674	-1.095942397	1.046783365
XP_003491236.1	0.447278866	0.923894626	1.03E-12	0.015846753	1.40E-07	-1.005554366	-1.511104738	1.125714493	-1.33493695
XP_003485888.1	0.447021598	0.402330483	0.055613565	0.192783416	0.760067656	1.060420658	1.135187453	-1.096016392	-1.023829519
XP_012242909.1	0.446975183	0.13910148	0.027057264	0.210581855	0.574159398	-1.066420777	-1.099145995	1.058924262	1.027396579
XP_012242909.1	0.446975183	0.13910148	0.027057264	0.210581855	0.574159398	-1.066420777	-1.099145995	1.058924262	1.027396579
XP_012242909.1	0.446975183	0.279189022	0.000172417	0.921130324	3.98E-06	-1.066420777	-1.099145995	1.058924262	1.027396579
XP_012242909.1	0.446975183	0.279189022	0.000172417	0.921130324	3.98E-06	-1.066420777	-1.099145995	1.058924262	1.027396579
XP_003489324.1	0.446924374	0.317050558	0.600618408	0.501405901	0.241774754	1.061910895	1.033220092	-1.045593044	-1.074627423
XP_003489324.1	0.446924374	0.317050558	0.600618408	0.501405901	0.241774754	1.061910895	1.033220092	-1.045593044	-1.074627423
XP_012239136.1	0.446552638	0.168740875	0.134590662	0.930526864	0.992397545	1.061128839	1.066039711	-1.005141144	-1.00051081
XP_012239136.1	0.446552638	0.822946093	0.668940909	0.918271265	0.764115793	1.061128839	1.066039711	-1.005141144	-1.00051081
XP_012239136.1	0.446552638	0.349102205	0.706175987	0.90345401	0.138923432	1.061128839	1.066039711	-1.005141144	-1.00051081
XP_003487698.1	0.446365203	0.013607102	0.461519985	0.611216861	0.000286098	-1.189242657	1.056265814	1.043491117	1.310788007
XP_012239339.1	0.446169885	0.997156778	0.009926904	0.981542747	0.01252903	1.000226289	1.173006267	1.001989841	1.175074456
XP_012239339.1	0.446169885	0.670309197	0.0020377	0.311115127	0.000428437	1.000226289	1.173006267	1.001989841	1.175074456
XP_012239339.1	0.446169885	0.488366589	0.921327332	0.5769973	0.227268346	1.000226289	1.173006267	1.001989841	1.175074456
XP_012245798.1	0.445521089	0.006140646	0.000967344	0.003082187	0.0188151	1.1390396	1.170326922	-1.153736314	-1.122892523
XP_012245798.1	0.445521089	0.282547463	0.000455948	0.002749682	0.576148285	1.1390396	1.170326922	-1.153736314	-1.122892523
XP_012245798.1	0.445521089	0.301349065	0.013039292	0.948520793	0.158723263	1.1390396	1.170326922	-1.153736314	-1.122892523
XP_012245798.1	0.445521089	0.301349065	0.013039292	0.948520793	0.158723263	1.1390396	1.170326922	-1.153736314	-1.122892523
XP_003490754.2	0.445131231	0.183678801	0.102543626	0.326481318	0.471538774	1.062937644	1.076635046	-1.049727358	-1.036372287
XP_003489196.1	0.445063397	5.15E-05	9.25E-07	0.000239496	0.006653308	1.279368465	1.353244216	-1.247153306	-1.179069226
XP_003489196.1	0.445063397	1.22E-05	8.13E-07	0.000110204	0.001141146	1.279368465	1.353244216	-1.247153306	-1.179069226
XP_003489196.1	0.445063397	0.012577386	0.222352905	0.000373136	6.98E-06	1.279368465	1.353244216	-1.247153306	-1.179069226
XP_003490840.1	0.444754319	0.247282231	0.703858203	0.398856999	0.101855188	1.093638987	1.032001837	-1.073539657	-1.137657687
XP_003490840.1	0.444754319	0.737673401	0.431761515	0.348039285	0.030981843	1.093638987	1.032001837	-1.073539657	-1.137657687
XP_003490840.1	0.444754319	0.802375064	0.073806857	0.42337313	0.004277189	1.093638987	1.032001837	-1.073539657	-1.137657687
XP_003490840.1	0.444754319	0.966375599	0.00051964	0.939218495	0.001048073	1.093638987	1.032001837	-1.073539657	-1.137657687
XP_003490840.1	0.444754319	0.931862427	0.275157644	0.187069285	0.020246729	1.093638987	1.032001837	-1.073539657	-1.137657687
XP_003490840.1	0.444754319	0.832437042	1.74E-05	0.746395097	0.000353764	1.093638987	1.032001837	-1.073539657	-1.137657687
XP_003493114.1	0.444729173	0.707537487	0.666707127	0.756330154	0.657248071	-1.030052765	1.033577284	-1.027627846	1.036016242
XP_003493114.1	0.444729173	0.707537487	0.666707127	0.756330154	0.657248071	-1.030052765	1.033577284	-1.027627846	1.036016242
XP_012246295.1	0.444717271	0.025786607	1.92E-05	0.143991145	0.561111742	-1.167557969	-1.359300619	1.112716525	-1.046291084
XP_012249120.1	0.444678028	0.051163149	0.752452009	0.109606596	0.000190084	-1.119345317	1.020577353	1.101008749	1.257768703
XP_012249120.1	0.444678028	0.040217441	0.494553278	0.039469395	0.001084024	-1.119345317	1.020577353	1.101008749	1.257768703
XP_012249120.1	0.444678028	0.920169341	0.22333401	0.405680826	0.027406802	-1.119345317	1.020577353	1.101008749	1.257768703
XP_012244273.1	0.444401324	0.342999842	0.226062877	0.660283269	0.107929886	1.057218039	-1.070445644	1.029677844	-1.099076232
XP_012244273.1	0.444401324	0.981837449	7.90E-07	0.916941269	3.39E-06	1.057218039	-1.070445644	1.029677844	-1.099076232
XP_012244273.1	0.444401324	0.496841776	0.99520624	0.662687767	0.235656923	1.057218039	-1.070445644	1.029677844	-1.099076232
XP_003492537.1	0.444323717	0.004892409	0.537469078	0.930076807	0.001368236	-1.173189045	1.038025508	-1.006917256	1.209434188
XP_003492537.1	0.444323717	0.001564067	0.602378239	0.899625447	0.000218957	-1.173189045	1.038025508	-1.006917256	1.209434188
XP_012249872.1	0.444093882	0.925556614	1.65E-06	0.559404334	2.44E-07	1.005307912	-1.268404138	-1.032757972	-1.316907609
XP_012249872.1	0.444093882	0.574590967	0.00017812	0.256462716	4.09E-05	1.005307912	-1.268404138	-1.032757972	-1.316907609
XP_012247446.1	0.443627876	0.955215727	0.028957906	8.33E-06	0.01341821	-1.003442582	-1.114220841	1.261757835	1.136311127
XP_003486647.1	0.443511534	0.02287855	0.000473091	0.849977278	0.352172635	-1.205518465	-1.336821171	1.020667361	-1.0864637
XP_003486248.2	0.443483732	0.356561919	8.58E-09	0.959428772	9.77E-07	-1.0535934	-1.40994353	-1.003896404	-1.343437838
XP_003486248.2	0.443483732	0.674362689	0.001374679	0.627625512	7.03E-05	-1.0535934	-1.40994353	-1.003896404	-1.343437838
XP_003486248.2	0.443483732	0.083266808	0.000278668	0.53569617	8.05E-08	-1.0535934	-1.40994353	-1.003896404	-1.343437838
XP_003486248.2	0.443483732	0.750816007	0.02680132	0.319481945	0.162412612	-1.0535934	-1.40994353	-1.003896404	-1.343437838
XP_003489561.1	0.443416848	0.734323044	0.44577783	0.123281421	0.713702411	1.026414961	-1.055776698	1.1150164	1.028930898
XP_003489561.1	0.443416848	0.331003814	0.843506349	0.101885199	0.01667526	1.026414961	-1.055776698	1.1150164	1.028930898
XP_012236381.1	0.443216876	0.63890925	0.012926854	0.911390608	0.084989091	1.034432565	1.174851386	-1.009939627	1.124567004
XP_003486658.1	0.44290726	0.000772616	0.093496015	0.52976738	2.50E-07	-1.232137458	1.108242205	1.04549087	1.427624823
XP_003493734.1	0.442680241	0.010247156	0.987291402	0.343343482	0.000651347	-1.148457318	-1.001025274	1.058048285	1.213878737
XP_003491643.1	0.44253087	0.939512624	0.003402041	0.37807109	0.050588094	-1.004497605	1.152807988	-1.048851626	1.104057842
XP_003491643.1	0.44253087	0.939512624	0.003402041	0.37807109	0.050588094	-1.004497605	1.152807988	-1.048851626	1.104057842
XP_003487117.1	0.442003445	0.030513995	1.11E-05	0.268494572	1.40E-10	-1.150618106	1.344016103	1.080808327	1.671415241
XP_012242866.1	0.441852065	0.074756801	0.037804961	0.078111837	0.144400199	1.059996025	1.069741349	-1.061050759	-1.051384607
XP_012242866.1	0.441852065	0.003133837	0.364585361	0.060448811	0.00019443	1.059996025	1.069741349	-1.061050759	-1.051384607
XP_012242866.1	0.441852065	0.004916055	0.011385383	0.04884691	0.025473993	1.059996025	1.069741349	-1.061050759	-1.051384607
XP_003492588.1	0.44184334	0.052168543	5.17E-06	0.478026321	0.055543889	-1.200454656	-1.563053921	1.079224005	-1.20647021
XP_003492588.1	0.44184334	0.14945872	0.011185776	0.150978139	0.696971882	-1.200454656	-1.563053921	1.079224005	-1.20647021
XP_003485713.1	0.44182522	0.338614453	0.002510804	7.08E-05	5.90E-11	1.038944463	-1.122690844	-1.171018649	-1.365891887
XP_012245159.1	0.441521113	0.091095857	0.656749356	0.070193191	0.000142809	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_012245159.1	0.441521113	0.091095857	0.656749356	0.070193191	0.000142809	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_012245159.1	0.441521113	0.318879986	0.000987632	0.153017211	0.000362548	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_012245159.1	0.441521113	0.318879986	0.000987632	0.153017211	0.000362548	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_012245159.1	0.441521113	0.073533026	0.006114335	0.018247162	0.164537797	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_012245159.1	0.441521113	0.073533026	0.006114335	0.018247162	0.164537797	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_012245159.1	0.441521113	0.210461364	0.559584974	0.143240219	0.035089809	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_012245159.1	0.441521113	0.210461364	0.559584974	0.143240219	0.035089809	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_012245159.1	0.441521113	0.955051665	0.169778111	0.008359832	0.000167394	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_012245159.1	0.441521113	0.955051665	0.169778111	0.008359832	0.000167394	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_012245159.1	0.441521113	0.917571647	0.000691896	0.291558258	3.80E-05	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_012245159.1	0.441521113	0.917571647	0.000691896	0.291558258	3.80E-05	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_012245159.1	0.441521113	0.501805029	5.75E-05	0.364263202	2.37E-07	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_012245159.1	0.441521113	0.501805029	5.75E-05	0.364263202	2.37E-07	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_012245159.1	0.441521113	0.009007337	0.695619343	0.015559984	1.84E-05	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_012245159.1	0.441521113	0.009007337	0.695619343	0.015559984	1.84E-05	1.100931166	-1.027920702	-1.111441303	-1.257784709
XP_003490874.1	0.441443081	0.153637272	0.000674428	0.908914525	4.69E-06	-1.120691534	1.308877239	1.012322179	1.484922401
XP_003489859.1	0.441147798	0.000967455	0.007628129	0.918762995	0.450571195	-1.121016844	-1.094981486	1.004796055	1.028687075
XP_003489859.1	0.441147798	4.95E-05	0.101460683	0.121031129	8.26E-05	-1.121016844	-1.094981486	1.004796055	1.028687075
XP_012250281.1	0.440864165	0.068297108	0.938402994	0.156751323	0.002041268	1.102919932	1.004869526	-1.083039864	-1.188717761
XP_012250281.1	0.440864165	0.989747216	0.029172753	0.322134169	0.001951956	1.102919932	1.004869526	-1.083039864	-1.188717761
XP_012250281.1	0.440864165	0.112476678	0.0149798	0.040779705	0.230642541	1.102919932	1.004869526	-1.083039864	-1.188717761
XP_003486884.1	0.440728581	0.288176988	0.292506127	0.077334396	0.077914951	-1.075732839	-1.07435726	1.128572321	1.130017315
XP_003487432.1	0.440725757	0.721869028	0.261448363	0.314396315	0.077450219	-1.039922654	-1.117753066	-1.112725655	-1.196004826
XP_003487432.1	0.440725757	0.0389992	7.61E-07	0.032827487	0.357449539	-1.039922654	-1.117753066	-1.112725655	-1.196004826
XP_003487432.1	0.440725757	0.655453417	0.7369695	0.065135054	0.05246536	-1.039922654	-1.117753066	-1.112725655	-1.196004826
XP_003487432.1	0.440725757	0.481191502	0.082352301	0.074638856	0.435944432	-1.039922654	-1.117753066	-1.112725655	-1.196004826
XP_003493410.1	0.440703334	0.470491488	0.019203215	0.416147642	0.564310428	1.028645587	1.089066226	-1.034030455	1.023894459
