id	ortho	b.gamma	gamma
Bimp02334	GB47352	0.8161319	-0.039969436
Bimp01163	GB47226	0.69649258	-0.37389242
Bimp01647	GB52611	0.221845943	0.52245665
Bimp08814	GB51646	0.250392388	0.402098617
Bimp13458	GB49500	0.582691261	0.836930353
Bimp09690	GB51723	0.903595784	-0.584156319
Bimp09967	GB54684	-0.058657327	-0.220039759
Bimp04034	GB42525	0.564042646	-0.836044798
Bimp07660	GB44512	-0.506121087	-0.214309671
Bimp07300	GB53070	0.915210601	0.136060095
Bimp11735	GB50822	0.040672874	0.5251494
Bimp06085	GB48769	0.060595823	-0.565160038
Bimp04607	GB46725	0.781310266	-0.157304805
Bimp03760	GB45265	1.212085199	-0.354882321
Bimp02246	GB46930	-0.05704749	-0.200046559
Bimp06037	GB55509	-0.042848792	0.246034542
Bimp06376	GB55948	0.596816735	-0.180506507
Bimp01103	GB43486	0.55459754	-0.748437038
Bimp09832	GB46714	0.260068103	-0.2125684
Bimp11858	GB53302	-0.213586334	-0.287937143
Bimp08027	GB45617	1.386642771	-0.464750396
Bimp04209	GB48444	0.382023697	-0.319394481
Bimp14148	GB41985	0.26400741	-0.117322543
Bimp08250	GB47420	1.399846754	0.279689021
Bimp13466	GB49427	1.071211712	-0.365112199
Bimp01019	GB40858	0.906362625	-0.50662974
Bimp10422	GB52069	0.493417856	0.146358135
Bimp05142	GB44420	0.778158489	-0.237119631
Bimp00055	GB53363	1.042594546	0.241842709
Bimp09264	GB49027	0.836995422	0.387325103
Bimp06360	GB40781	0.253594512	-0.275676823
Bimp02719	GB50006	3.085613329	2.567258996
Bimp05322	GB40428	0.866426313	-0.470598022
Bimp01955	GB42973	0.27047244	-0.212861672
Bimp01842	GB50638	0.434317084	-0.472709206
Bimp09867	GB49375	0.368798076	-0.053744431
Bimp09996	GB49416	0.808416822	0.502601923
Bimp06032	GB43438	0.870406767	-0.968644926
Bimp01208	GB45082	0.335603692	0.25158559
Bimp12344	GB51068	0.35983299	-0.178549315
Bimp03003	GB45131	-0.061393475	0.891606355
Bimp01539	GB52496	0.177342	-0.115556839
Bimp13957	GB55454	0.856300556	-0.134698434
Bimp06981	GB51354	1.421003178	0.416568962
Bimp05992	GB50847	-0.381685254	-0.13474256
Bimp00323	GB55147	0.259454168	0.143099662
Bimp05683	GB43088	0.489575442	3.647745307
Bimp07909	GB54540	0.636960952	-0.337793439
Bimp01853	GB46113	0.26439119	-0.023045908
Bimp10147	GB41035	0.329819711	0.316708723
Bimp11856	GB42966	0.06957263	-0.338943979
Bimp09168	GB42172	1.453190617	0.014458769
Bimp09130	GB41889	0.15802496	1.063004456
Bimp06440	GB54478	0.493181539	0.113546283
Bimp01249	GB44006	0.853833522	0.198961516
Bimp05659	GB43215	-0.014025375	0.451107692
Bimp06986	GB51345	0.397784857	-0.040398729
Bimp00998	GB48536	0.47169199	-0.994896314
Bimp02545	GB40390	0.627028575	0.856751048
Bimp07024	GB40701	0.387941294	-0.386712036
Bimp04204	GB48450	-0.050871222	-0.423300199
Bimp08818	GB49713	0.542606016	#N/A
Bimp00090	GB42694	0.311994923	-0.418961237
Bimp01317	GB45365	0.701876662	0.336801529
Bimp11357	GB48659	0.769927525	-0.060795207
Bimp01285	GB49596	1.364441698	0.094752627
Bimp08036	GB45986	1.231364115	1.246405986
Bimp07476	GB44701	1.884727062	2.106711733
Bimp01098	GB54627	0.028038233	0.18529852
Bimp01494	GB53245	1.151142361	-0.028872727
Bimp10144	GB48094	0.358886071	#N/A
Bimp00327	GB55151	1.133201483	-0.341631492
Bimp01543	GB52350	-0.144906177	-0.661981181
Bimp00358	GB49450	0.847556083	0.115849772
Bimp06240	GB41490	-0.051845743	-0.228505614
Bimp07329	GB54890	0.433162853	0.931974521
Bimp04198	GB48454	1.130800777	-0.788742354
Bimp01010	GB51188	0.123202018	1.315989165
Bimp12078	GB48135	0.48814031	0.810813841
Bimp11622	GB45884	1.017001981	0.506383388
Bimp03088	GB42596	0.439052535	0.838610496
Bimp10203	GB43551	1.032200931	-0.70159618
Bimp06327	GB41517	1.030632106	-0.291037652
Bimp00918	GB50747	0.171639357	-0.873475066
Bimp10812	GB44983	0.506061286	-0.058349172
Bimp04158	GB54598	0.215393911	-0.272436104
Bimp11991	GB44083	0.656857778	-0.255638662
Bimp10325	GB42206	-0.058129565	0.102472448
Bimp12123	GB45123	0.174782342	-0.459276719
Bimp06772	GB53689	0.145317981	0.077378531
Bimp12977	GB47423	0.590890348	0.569534626
Bimp10508	GB40732	0.771713392	0.749919045
Bimp13589	GB41849	1.088661665	0.22563348
Bimp05576	GB48871	1.136097459	-0.047188604
Bimp11978	GB55804	0.472609659	-0.199015437
Bimp06103	GB53820	0.10367811	-0.092712923
Bimp09624	GB46183	1.024358617	0.201220087
Bimp11300	GB49803	0.169847578	0.122577758
Bimp02140	GB41751	0.761374428	0.469266921
Bimp12689	GB48578	1.345495571	0.119788705
Bimp10679	GB49479	0.603775762	-0.196529433
Bimp02162	GB55818	0.706018614	0.207885253
Bimp12213	GB42184	1.106171105	0.206589144
Bimp04855	GB42828	0.174526543	-0.016747593
Bimp05993	GB50846	0.981063147	-0.156765629
Bimp11915	GB46120	0.059564334	1.044282705
Bimp04464	GB44144	0.896041701	0.583917558
Bimp02419	GB44115	1.394495335	0.056029129
Bimp05792	GB48953	0.396224529	-0.077363497
Bimp05481	GB47573	-0.095886914	-0.840870138
Bimp13609	GB53046	1.825587184	0.788318334
Bimp03390	GB41266	0.82624598	0.008909182
Bimp11782	GB47209	0.074771639	-0.097482097
Bimp00629	GB52712	0.34177574	2.109129752
Bimp13646	GB49000	0.224861005	0.167816559
Bimp05170	GB44439	0.108341213	-0.399144784
Bimp07502	GB45722	0.087576026	0.162440191
Bimp05882	GB51622	0.98456804	-0.026262717
Bimp11170	GB42759	1.194311872	-0.392258174
Bimp02724	GB50013	0.935907345	1.066778966
Bimp03071	GB55929	0.715048859	-0.053323436
Bimp09059	GB49700	-0.14967909	0.683741954
Bimp07650	GB53831	0.591405182	0.67402649
Bimp04147	GB40578	-0.241802143	-0.355459011
Bimp12218	GB44365	-0.126681118	2.222320821
Bimp06181	GB41967	0.658578123	0.766043641
Bimp03411	GB41222	0.901251744	2.609751594
Bimp13726	GB55009	0.386927681	0.090612266
Bimp07279	GB53139	0.38475955	0.712891106
Bimp09443	GB51937	0.576922061	-0.432457318
Bimp12359	GB54578	0.2376301	-0.232151653
Bimp05806	GB48937	1.170420132	0.387750011
Bimp00576	GB54120	0.625389452	0.884579689
Bimp09630	GB44516	0.523775851	-0.843866239
Bimp06866	GB51916	0.611383843	0.976110531
Bimp00596	GB52791	-0.127401187	0.292066573
Bimp11911	GB56012	0.323389611	0.007731479
Bimp05803	GB48933	1.589601489	-0.477122272
Bimp04077	GB45000	0.151082238	-0.168683572
Bimp09622	GB44513	0.498002147	1.722891686
Bimp08851	GB52285	0.216713396	-0.086924783
Bimp10929	GB48215	1.494148049	-0.654998418
Bimp02588	GB49399	0.134445565	-0.230186039
Bimp01857	GB46115	0.437804683	0.614830424
Bimp09632	GB44517	1.216531048	-0.245212956
Bimp07175	GB50869	-0.167032727	-0.355315197
Bimp01200	GB45086	0.497979111	-0.080593867
Bimp03301	GB47601	0.727916506	-0.232031937
Bimp00455	GB47120	0.228280395	0.524399804
Bimp07648	GB53832	1.183492651	1.37772287
Bimp09753	GB41742	0.794691921	5.481451183
Bimp04207	GB48446	0.33449206	-0.120556089
Bimp13342	GB49853	-0.122558043	0.424940586
Bimp00065	GB53394	0.267939792	-0.609378151
Bimp01404	GB53229	0.788057796	0.805948545
Bimp11655	GB40234	0.820141009	0.168959646
Bimp13761	GB44343	0.912256348	0.046960809
Bimp03977	GB42531	1.925701121	0.447563981
Bimp01900	GB45400	1.425987192	2.646796038
Bimp00741	GB54209	0.892345441	0.279197458
Bimp04562	GB55107	-0.095097312	0.456294412
Bimp10496	GB54830	0.924828523	-0.557309472
Bimp00028	GB47336	0.606392391	-0.415450304
Bimp08634	GB54841	-0.174158297	-0.074815432
Bimp04968	GB52636	-0.006702511	0.118981133
Bimp12274	GB51953	0.424500235	-0.335205213
Bimp07146	GB52153	0.2532143	-0.094940138
Bimp05154	GB44427	0.979678178	0.311855901
Bimp12986	GB45504	0.726250112	-0.199177436
Bimp08286	GB55286	0.159205332	-0.323886868
Bimp05937	GB43260	0.112825077	-0.387661024
Bimp07016	GB40694	0.046966141	-0.613639079
Bimp06586	GB55563	0.613021156	0.35400566
Bimp01595	GB43392	1.561479426	0.319554093
Bimp07104	GB54484	0.916385876	0.380554271
Bimp13889	GB40897	1.498685567	#N/A
Bimp00703	GB55053	0.680985691	-0.678472836
Bimp09532	GB47806	1.540294469	2.325235532
Bimp05535	GB54929	-0.038564366	-0.158442605
Bimp02309	GB51513	0.0206921	-0.304765707
Bimp04967	GB55975	0.77876554	0.064259679
Bimp12637	GB47389	0.596177413	-0.230480958
Bimp09115	GB41760	0.896019611	1.651385849
Bimp13873	GB48930	1.033966995	-0.209473953
Bimp12659	GB55528	0.754136022	0.30340473
Bimp12215	GB42416	0.506584254	0.096266698
Bimp01507	GB46801	0.62324905	-0.439870864
Bimp10910	GB54783	1.13926305	-0.359573576
Bimp02855	GB55186	0.782480958	0.394957554
Bimp04980	GB54267	-0.27038189	-0.717435359
Bimp07773	GB46441	0.799036952	-0.069637347
Bimp00250	GB48150	-0.478463635	-0.058248879
Bimp12086	GB48962	-0.129537601	0.543790183
Bimp03168	GB46211	0.029760152	-0.521999774
Bimp11600	GB43301	0.715197728	-0.302230652
Bimp10943	GB48269	-0.497248589	0.850542121
Bimp10057	GB48312	0.123367826	-0.040333787
Bimp05618	GB42272	0.552109943	1.635771308
Bimp12526	GB44421	1.155580314	-0.053961393
Bimp13773	GB44078	-0.239180942	-0.52693417
Bimp00989	GB53732	1.27362093	-0.181797121
Bimp11301	GB49762	0.412941538	-0.28791597
Bimp03575	GB42412	0.65455878	-0.19517255
Bimp12122	GB45125	0.706814629	-0.02171019
Bimp06709	GB55638	0.632851389	1.874416324
Bimp13112	GB47736	0.421982341	-0.24983277
Bimp07856	GB45826	0.176350799	-0.214661869
Bimp13321	GB44966	0.63624972	0.33084964
Bimp11554	GB41727	-0.396301658	0.574725726
Bimp02223	GB45680	0.018969312	-0.227751187
Bimp12497	GB48413	0.110730107	0.142162161
Bimp03494	GB52462	0.17804833	0.53060823
Bimp09754	GB50952	1.288122796	0.43215945
Bimp10362	GB53954	1.157474259	-0.556981491
Bimp12997	GB51588	-0.122222285	-0.388959815
Bimp11624	GB55145	0.80970312	-0.609136691
Bimp00246	GB48145	0.375672992	-0.477595476
Bimp12300	GB41129	0.919063433	0.089246438
Bimp02795	GB55160	0.62347686	-0.472668368
Bimp07936	GB41761	0.982344797	-0.460977696
Bimp06974	GB51261	0.31154018	0.43112595
Bimp03405	GB41252	0.459748186	0.659807435
Bimp12778	GB55439	0.629450599	0.118182431
Bimp13778	GB44103	0.944429847	-0.351317962
Bimp01652	GB52614	0.238113056	-0.255946537
Bimp11528	GB41713	0.73758333	0.359883302
Bimp08187	GB45510	0.496051434	0.315537241
Bimp01303	GB45357	0.032175581	-0.708649575
Bimp10876	GB54750	-0.101243853	0.069745524
Bimp08775	GB55906	0.050612177	-0.235030974
Bimp06249	GB41450	0.287850459	-0.182209508
Bimp06739	GB50722	1.266263879	1.139949608
Bimp07626	GB45356	0.828816275	-0.261068957
Bimp04917	GB40019	-0.028729072	0.2945088
Bimp08166	GB42079	0.382641948	-0.300251166
Bimp02757	GB50197	0.392007331	0.075367168
Bimp12253	GB45280	1.076269337	-0.386300215
Bimp03208	GB55094	0.553084715	0.320412846
Bimp01517	GB40907	0.506126698	0.485157995
Bimp08324	GB51586	0.245468386	-0.245404684
Bimp08344	GB47904	-0.518544535	-0.203669866
Bimp01365	GB45451	0.611536632	0.297816291
Bimp02177	GB55786	0.325380723	0.115395008
Bimp08085	GB45975	-0.118625536	0.350835739
Bimp02440	GB44169	0.241896976	0.342360964
Bimp03380	GB47065	0.265307967	-0.09196315
Bimp07340	GB48072	-0.046317263	-0.173359073
Bimp02060	GB41856	0.810496823	1.906516582
Bimp03789	GB45250	-0.196767616	-0.788200993
Bimp11761	GB42785	0.378144139	-0.801075063
Bimp05221	GB41160	0.698533325	-0.488723132
Bimp05646	GB44935	0.279439472	-0.294945047
Bimp09350	GB42084	1.13288167	0.298463277
Bimp01367	GB45452	0.055111222	-0.655470699
Bimp11854	GB42969	-0.02966147	-0.132814458
Bimp07520	GB45709	-0.323039782	-0.554733745
Bimp13936	GB50051	0.540979385	1.428674706
Bimp11343	GB52204	0.704841385	-0.426387656
Bimp02391	GB47973	0.422522433	0.139077669
Bimp03360	GB52251	0.574811759	-0.390863567
Bimp04468	GB44070	0.703172863	2.669189909
Bimp05301	GB40481	0.014878635	-1.084561035
Bimp06508	GB50093	0.233450432	-0.761042077
Bimp05804	GB48942	0.458273597	-0.242396336
Bimp08004	GB54809	0.339107515	-0.66976453
Bimp13547	GB42822	1.0907943	-0.109765876
Bimp00010	GB51122	-0.178118538	0.338408641
Bimp06685	GB55619	0.092581975	1.174917727
Bimp08016	GB40312	-0.356399158	0.183109358
Bimp04192	GB48331	0.741065539	0.455829062
Bimp14113	GB50629	0.988608621	0.053508434
Bimp08023	GB46094	0.142752905	#N/A
Bimp04918	GB40030	0.602854466	-0.160337
Bimp07385	GB52956	0.638927536	0.160683388
Bimp04805	GB53965	0.124224989	0.425155977
Bimp06924	GB40356	0.036944692	3.008186571
Bimp12631	GB54972	0.208728358	-0.174896671
Bimp07118	GB45110	0.129769467	3.668432036
Bimp12453	GB46742	1.080417071	-0.589197653
Bimp01313	GB45426	0.856133464	0.449681299
Bimp13851	GB42312	0.469970453	0.180733668
Bimp01562	GB46580	0.364842689	0.287115008
Bimp08536	GB50439	0.329825911	0.811108119
Bimp05765	GB54951	0.074149521	-0.423973867
Bimp04326	GB53598	1.539633927	-0.1068557
Bimp02362	GB51197	0.583325822	0.177135406
Bimp12294	GB43915	-0.223159249	0.985157374
Bimp05966	GB43421	0.205743948	-0.59282602
Bimp08359	GB47515	0.177268016	0.219897389
Bimp05549	GB42329	0.521369434	-0.472731162
Bimp02267	GB46888	0.005795747	-0.159823565
Bimp14085	GB53344	0.475458673	0.572498038
Bimp08320	GB51599	-0.409515852	-0.073738423
Bimp04383	GB41731	3.34E-06	0.292392658
Bimp05344	GB52826	1.139141632	-0.395224783
Bimp00483	GB46017	0.499078041	-0.046043073
Bimp03666	GB47813	0.473311595	-0.562013442
Bimp08294	GB55297	0.305698945	0.020808851
Bimp13700	GB42500	1.058683363	1.00980181
Bimp09659	GB45534	0.230974154	-0.888693811
Bimp12550	GB41140	1.8099581	-0.701628735
Bimp02529	GB40113	0.346212269	0.447666217
Bimp13878	GB43812	0.17402751	-0.620514559
Bimp00073	GB47133	1.833697724	#N/A
Bimp02703	GB50237	-0.019656321	-0.050343303
Bimp12702	GB41495	0.749486296	0.277565636
Bimp13386	GB48671	0.162764546	-0.216271148
Bimp07810	GB44761	-0.110500925	-0.267006363
Bimp12950	GB54519	0.760310417	1.814199934
Bimp11923	GB49188	0.539312054	0.021095962
Bimp06246	GB41486	0.406110282	-0.376995334
Bimp03635	GB47658	0.591900109	0.190635861
Bimp13628	GB53613	0.172766391	-0.570278615
Bimp10335	GB42202	0.292547848	0.528076002
Bimp13496	GB42701	-0.640192284	0.321644249
Bimp08864	GB41346	0.649382442	-0.615094614
Bimp08243	GB47474	0.588695618	0.102361439
Bimp11595	GB49350	0.624390225	0.051742794
Bimp00507	GB46030	-0.123985346	1.13516098
Bimp13955	GB55463	0.29145463	-0.141782209
Bimp04425	GB46974	1.179564012	0.378303031
Bimp04497	GB53090	0.812251168	-0.05185663
Bimp02126	GB40463	0.410814305	-0.382070008
Bimp01628	GB51047	-0.215491559	-0.337144226
Bimp07392	GB41469	0.224128247	0.140656479
Bimp14076	GB53317	1.890632679	2.185974256
Bimp12299	GB41171	0.771053998	-0.509244719
Bimp13787	GB42719	-0.001211791	-0.392837385
Bimp11747	GB53677	-0.476367352	0.018414009
Bimp01442	GB42678	0.56957187	1.35242816
Bimp12690	GB48579	0.216938395	-0.33259412
Bimp01790	GB51866	0.912181433	0.0922758
Bimp06587	GB55456	0.304680372	-0.278964573
Bimp03643	GB48300	1.268363083	0.208861824
Bimp04361	GB48748	1.928932424	-0.067687137
Bimp05347	GB52827	1.023504216	0.060942838
Bimp13460	GB49490	-0.412068965	-0.340572783
Bimp01549	GB52347	0.265719466	1.106198871
Bimp10479	GB51282	-0.256493625	0.237627639
Bimp04792	GB52438	0.787024576	-0.438753072
Bimp11935	GB55701	-0.05412434	2.375697073
Bimp05233	GB41167	1.158466087	-0.232199542
Bimp05913	GB40340	1.101461148	0.09062451
Bimp04176	GB54611	1.000621919	0.995005318
Bimp11967	GB41823	1.785874663	-0.294332996
Bimp09125	GB41755	0.836083331	-0.270567759
Bimp11787	GB45098	0.342301165	-0.523210292
Bimp00680	GB49423	0.08230882	-0.286903347
Bimp01831	GB56003	0.728797638	0.176785876
Bimp05019	GB54292	0.3624846	0.791256573
Bimp12225	GB47810	1.096147561	-0.783791577
Bimp04749	GB52763	0.484106134	0.543893708
Bimp02380	GB40975	0.122309121	0.384635483
Bimp00009	GB50925	1.033265519	-0.152869127
Bimp01169	GB47229	0.52778458	0.409779923
Bimp11508	GB41643	0.696766422	1.232644812
Bimp10387	GB52093	1.436690229	0.340374879
Bimp06467	GB42923	0.294448404	-0.062947615
Bimp04022	GB41182	-0.09777989	-0.115370823
Bimp05626	GB42281	0.421123736	-0.05630545
Bimp04252	GB50965	0.265523839	-0.099141813
Bimp13033	GB49638	0.706484305	0.066969657
Bimp11347	GB48670	-0.383814873	-0.253773412
Bimp05402	GB55744	1.015678856	-0.332495385
Bimp13126	GB48644	0.061776684	-0.364877097
Bimp08550	GB51088	1.06416857	-0.184981928
Bimp03985	GB42544	1.110932726	-0.085306969
Bimp04716	GB42720	0.001057535	-0.200564095
Bimp03013	GB45041	0.080558873	-0.280351217
Bimp07772	GB46494	1.307276285	-0.61735248
Bimp10799	GB45193	0.868585886	1.396542883
Bimp08261	GB47462	0.340532809	-0.009565399
Bimp01593	GB43393	0.624210093	0.547889401
Bimp00380	GB49953	0.321495892	0.27014007
Bimp02862	GB48133	0.655766979	0.365794327
Bimp04748	GB52717	1.434718914	0.954353687
Bimp12328	GB43126	0.016984731	-0.478854436
Bimp02713	GB50231	0.353885159	0.049733863
Bimp08041	GB50866	0.787921652	0.307214427
Bimp11293	GB49799	1.174856733	-0.064762289
Bimp02028	GB48521	2.972492298	0.18220136
Bimp03764	GB44895	0.721972605	-0.33436694
Bimp03459	GB48009	-0.150369685	0.146836612
Bimp03378	GB47064	1.812539426	1.701523243
Bimp01259	GB50348	0.085141377	-0.4461155
Bimp02557	GB40382	1.798989474	0.244795243
Bimp12603	GB45220	0.685544273	0.998040804
Bimp04481	GB44130	2.834289943	-0.5648597
Bimp01641	GB51042	0.097605896	-0.938046343
Bimp08389	GB52981	0.356871883	-0.008545999
Bimp08336	GB51578	1.006943515	-1.155834162
Bimp02548	GB40510	0.960784217	0.722412707
Bimp08061	GB54371	0.384121848	0.89667174
Bimp05420	GB51503	-0.081907745	-0.187435657
Bimp06601	GB55441	0.558285577	-0.313688122
Bimp01856	GB46148	0.005470629	-0.547724636
Bimp09330	GB49147	0.976932848	-0.124664322
Bimp04609	GB46752	0.27590052	-0.512832614
Bimp12414	GB42423	1.12516423	0.3153645
Bimp14332	GB41626	0.4162682	0.583538941
Bimp08718	GB53271	0.774709397	-0.49242658
Bimp06110	GB51278	1.832310607	0.40946656
Bimp05852	GB40012	-0.127957607	0.237303398
Bimp06765	GB55872	0.184065785	-0.402888086
Bimp11701	GB49843	-0.071494579	-0.195041451
Bimp12788	GB51910	0.769875006	-0.097831609
Bimp08039	GB40304	0.577077843	0.128662023
Bimp07923	GB54516	-0.066055087	0.218312221
Bimp13229	GB48308	1.333500694	-0.180117381
Bimp05861	GB51629	1.377793733	-0.336394892
Bimp10672	GB40239	0.304596941	-0.255492865
Bimp12608	GB43076	-0.410089176	-0.002409373
Bimp02357	NA	0.146452775	#N/A
Bimp02356	NA	-0.355751412	#N/A
Bimp07748	GB46598	-0.591394992	-0.844028181
Bimp08730	GB49628	-0.014555792	-0.409305377
Bimp08643	GB49692	0.972017665	-0.125384098
Bimp02077	GB41845	0.335543483	-0.068410007
Bimp13626	GB49318	2.89375914	0.455025688
Bimp09329	GB44774	1.970802858	0.577814199
Bimp06894	GB49191	1.005388948	0.590674508
Bimp05575	GB48870	0.401721007	-0.236416003
Bimp09611	GB44496	0.365552687	0.678882018
Bimp05261	GB43837	-0.086131087	-0.181458625
Bimp08703	GB50622	-0.012806204	-0.733682985
Bimp05968	GB43420	0.202911501	-0.142543529
Bimp12733	GB50156	0.422568908	-0.474379133
Bimp03387	GB41206	0.328435057	0.077751539
Bimp06073	GB55531	0.717910761	0.06054289
Bimp12409	GB49520	1.652512626	0.909031507
Bimp12296	GB43913	-0.020695801	-0.658992937
Bimp12016	GB49408	0.394893951	-0.176713704
Bimp10781	GB46694	-0.679064881	0.632855
Bimp04728	GB42726	1.062149893	-0.214944245
Bimp08323	GB51601	0.38541469	-0.145696956
Bimp04174	GB54610	0.795164281	0.092331902
Bimp00086	GB42692	-0.0187011	0.250814868
Bimp13707	GB43955	0.393307042	0.888388623
Bimp03846	GB55012	-0.184524797	-0.637990988
Bimp13302	GB54311	1.432711586	-0.05119249
Bimp09389	GB46674	0.625131917	2.220239528
Bimp13397	GB47338	0.133823104	-0.58087948
Bimp07509	GB45716	0.339782925	-0.095792761
Bimp12273	GB45749	0.74973676	-0.471944551
Bimp02584	GB49397	0.145920374	1.016075508
Bimp09037	GB51706	0.711831371	-0.475042478
Bimp11886	GB51004	0.287828388	-0.20964053
Bimp10293	GB52747	0.048826897	-0.241996054
Bimp03178	GB55066	0.95791799	0.954797451
Bimp02304	GB51517	0.520204005	-0.128873836
Bimp00008	GB51121	0.60321197	0.718202391
Bimp09810	GB55478	0.436155868	-0.483039247
Bimp12349	GB51079	-0.011981164	-0.075572668
Bimp06752	GB50849	0.381439825	-0.24688312
Bimp14230	GB44558	1.445900854	0.840902618
Bimp00333	GB55155	1.986229805	-0.197928319
Bimp06115	GB51973	0.449451115	0.162529137
Bimp09775	GB50935	1.009018764	0.207833809
Bimp04234	GB50978	-0.143979644	-0.499325748
Bimp02243	GB41302	1.020536776	0.321867698
Bimp09414	GB46285	0.429965013	-0.413050825
Bimp02387	GB40969	0.057370795	0.38100075
Bimp00889	GB43378	0.237379022	0.167713415
Bimp12211	GB44306	0.506545205	-0.108469225
Bimp08022	GB54377	0.377349328	-0.657545932
Bimp02980	GB45146	0.852624289	-0.386920215
Bimp12582	GB54388	0.419143836	0.306783419
Bimp03303	GB47602	1.654658992	-0.384408389
Bimp12434	GB55108	0.537434902	0.304178412
Bimp05984	GB43684	0.911832547	0.925614618
Bimp01715	GB43732	0.05448743	-0.90890877
Bimp01903	GB45397	0.615571988	-0.411281034
Bimp13356	GB50657	1.12325758	0.456817219
Bimp12834	GB40249	-0.053275754	#N/A
Bimp10026	GB52061	0.498813336	0.413772275
Bimp04197	GB48456	0.80482455	-0.329391781
Bimp04843	GB55898	0.026535671	-0.659150221
Bimp08921	GB46775	-0.03768373	-0.226383153
Bimp11284	GB49773	1.263731351	1.194239996
Bimp03310	GB47594	0.82749015	-0.237780571
Bimp03526	GB42141	0.709220218	0.388348252
Bimp03083	GB42889	0.976269565	1.916770421
Bimp02675	GB50269	0.334781744	0.524754597
Bimp13015	GB53329	0.330043265	0.066082896
Bimp04331	GB48721	0.307192877	-0.249107682
Bimp04377	GB41735	0.202106512	0.324812241
Bimp00666	GB54056	0.266559433	-0.134397965
Bimp00218	GB48109	1.069927411	3.23493253
Bimp07829	GB44776	1.05679429	-0.002795449
Bimp04180	GB52523	0.225332197	0.958005997
Bimp00394	GB50137	1.33119377	2.100337591
Bimp12150	GB46216	0.237179332	-0.407004725
Bimp05245	GB43905	0.10393308	-0.15322246
Bimp00466	GB46071	0.278917548	-0.001600886
Bimp09442	GB51945	1.013234514	0.022539923
Bimp03685	GB43135	0.126954491	-0.100676099
Bimp12356	GB54585	0.045118745	-0.589398632
Bimp01032	GB42779	0.834967275	-0.606910894
Bimp10192	GB43559	0.663872916	-0.18613406
Bimp13064	GB43772	-0.431777984	0.471229153
Bimp05312	GB40397	0.873573339	-0.014946799
Bimp01497	GB40711	0.761338287	0.048059771
Bimp13997	GB41684	0.515547156	4.061805766
Bimp09584	GB45841	0.431699864	0.462823111
Bimp07612	GB51759	0.826626168	-0.011658343
Bimp11649	GB47931	1.130616582	1.3853665
Bimp07447	GB50298	0.367768428	-0.505298391
Bimp06194	GB44521	1.779627248	0.201740922
Bimp13267	GB52752	0.530183045	-0.419979827
Bimp03490	GB52458	0.942287049	-0.209454499
Bimp08019	GB40302	0.735567059	0.073129214
Bimp12421	GB40886	0.566098808	0.443370816
Bimp07173	GB51366	-0.116548429	-0.088617064
Bimp09930	GB54440	0.792582871	0.989437645
Bimp12361	GB48434	0.314251384	-0.144749829
Bimp01077	GB44651	0.196237163	0.037874862
Bimp00257	GB48126	0.442357853	0.091979773
Bimp12748	GB50057	0.672653507	-0.541359326
Bimp02699	GB50239	1.249540204	0.001775699
Bimp10976	GB48243	0.682750225	0.152924784
Bimp05815	GB47493	-0.767524379	0.080069805
Bimp08123	GB52040	1.499896443	-0.172498617
Bimp02856	GB55193	0.975817672	-0.398861965
Bimp09874	GB49337	0.247800416	-0.165397748
Bimp02652	GB55729	0.654027611	1.690261686
Bimp04705	GB53251	1.110239461	-0.381717317
Bimp05753	GB51379	0.403264297	#N/A
Bimp08774	GB55943	0.491742834	0.35160906
Bimp05500	GB41292	-0.063180922	-0.028968609
Bimp04114	GB43195	0.93589546	-0.079344857
Bimp03404	GB41220	0.653819955	0.409020337
Bimp06741	GB50857	0.244185493	-0.614411393
Bimp10001	GB54327	0.044437967	-0.343318009
Bimp09230	GB51011	1.907256614	-0.322993076
Bimp08862	GB52308	1.315089671	1.156786194
Bimp12673	GB53828	0.445949887	-0.055633633
Bimp06884	GB46532	1.192019408	-0.575876874
Bimp14104	GB47971	-0.435986379	0.101697714
Bimp05218	GB41153	1.092653865	0.14528078
Bimp06540	GB40254	0.19087475	#N/A
Bimp01399	GB53223	0.492731392	0.654066209
Bimp10484	GB54314	1.427194704	-0.00339224
Bimp04220	GB48345	0.537433674	-0.311011417
Bimp11800	GB50353	0.479316406	-0.487310857
Bimp04426	GB44014	0.949283721	0.13175466
Bimp09698	GB51743	0.668522078	0.041472095
Bimp11849	GB53238	0.340010907	-0.595577011
Bimp00251	GB48151	-0.101726962	-0.009433581
Bimp11711	GB51851	0.083064347	0.160017434
Bimp04051	GB44984	0.321503507	0.101453254
Bimp06602	GB55568	0.963972383	-0.62584115
Bimp13511	GB47284	0.046377907	-0.025457432
Bimp12087	GB48960	0.274838882	1.355828613
Bimp05975	GB55892	0.144164415	-0.028973696
Bimp12454	GB42038	0.857798011	0.711100658
Bimp09710	GB48029	0.593322251	-0.228889356
Bimp09572	GB45829	0.243618157	-0.198211492
Bimp12548	GB41142	0.866338514	0.771030492
Bimp00285	GB45814	0.813714198	-0.071237223
Bimp02661	GB55730	-0.227503658	-0.531692709
Bimp10324	GB42234	1.700094157	-0.265731695
Bimp08407	GB44181	0.143728263	0.47374194
Bimp03905	GB41138	-0.15766185	-0.090541639
Bimp02847	GB55196	0.206189752	-0.513019861
Bimp00220	GB48172	-0.219211958	0.049450991
Bimp01807	GB53847	1.694181107	0.280286901
Bimp05192	GB44659	-0.782601424	0.206311494
